Full Text,,,,,Fact,Fake,Unverified
Kaleidoskop 2023: Penolakan Nyamuk Wolbachia hingga Heboh soal Mycoplasma Pneumonia https://t.co/VK2O4zzXjQ #Health,,,,,0,0,1
Dosen Ubaya Beber Pengendalian DB Pakai Nyamuk Wolbachia. 👇  Sejumlah daerah di Indonesia mulai memanfaatkan nyamuk Wolbachia untuk mengendalikan penyakit demam berdarah. -- Ikuti kami di… https://t.co/Y9zeLLf2ld #PendidikanKesehatan #cegahdemamberdarah via @beritajatimcom,,,,,1,0,0
"Dosen Fakultas Teknobiologi Universitas Surabaya (Ubaya) menggungkapkan, nyamuk wolbachia aman bagi manusia, apabila tergigit. https://t.co/4tYx7EX6l2",,,,,1,0,0
TVR 120 - Komisi IX DPR RI : Masifkan Sosialisasi Metode Wolbachia  Kementerian Kesehatan telah menggunakan Metode Wolbachia sebagai inovasi untuk menurunkan angka demam berdarah di Indonesia.   #TVRParlemen #livestreaming #breakingnews #DPRRI #TVR120 https://t.co/lGFZRHn4mH,,,,,1,0,0
“aku jurusan kedokteran tropis” - hah??!!! - ngobatin pohon-pohon di hutan? - tidak terkenal  “Kamu tau nyamuk wolbachia? Itu prof. kami yang neliti” - nampak keren - mengundang keributan dengan para pegiat kontroversi,,,,,0,0,1
"@StopPlandemit Iya mak. LGBT di dunia nyamuk. Dan kemumgkinan juga kalo sperti penjelasan telur wolbachia masuk darah manusia, jika bisa adaptasi ya bisa mengifeksi manusia. Bisa2 manusia bisa jadi LGBT juga, takutnya gitu. Ada itu di podcast dr Richard sama Dr Tifa.",,,,,0,1,0
"kenapa nyamuk musti minum darah, air kan masih melimpah🫴🏻 malah cuma jd breeding place. terima kasih tim peneliti wolbachia, walau nyamuk2 ini gabisa berubah jadi lalat buah.",,,,,0,0,1
@StopPlandemit Infonya wolbachia menyebabkan jadi LGBT. Bahaya banget anjirr,,,,,0,1,0
"@S4N_W1B1 Ini org tolol nya ga kira2. Tp lebih lagi tolol org2 yg percaya. Biar dikasih tulisan segede gajah, kl ga bisa Inggeris mana bisa baca &amp  ngomong? Dokter konspirasi yg bilang Bill Gate bikin nyamuk lgbt wolbachia yg bisa rubah sexual preference &amp  utk kurangin populasi.",,,,,0,1,0
@PartaiSocmed @DokterTifa Lagian ngapain ladénin org edan. Dokter ahli konspirasi. Dari covid vaksin sampai nyamuk LGBT wolbachia..🙈.,,,,,0,0,1
@BabehAldoAje135 Diiket bawa ke peternakan nyamuk untuk memberi makanan nyamuk Wolbachia pas banget ya beh,,,,,0,0,1
"Chip dalam Nyamuk Wolbachia yang terhubung dengan Internet? Saya baru paham asal dari klaim omong kosong tersebut: Salah satu dokumen WMP ( https://t.co/bJeE0FzfM4) menyebutkan IP Technology"". Maksudnya: Intellectual Property Interpretasi oleh penyebar hoax: Internet Protocol https://t.co/Ku9wo0TYqA""",,,,,0,0,1
"@BabehAldoAje135 Mbah hidir, adalah bangsa jin yang bernama Khidir, malah dipuja dibilang nabi Khidir. Masih gak mempan nanti didatangkan lagi mbah Wolbachia dari negeri Brazil",,,,,0,0,1
"Nyamuk Wolbachia menyebabkan LGBT? Hoax tersebut berasal dari berbagai penelitian seperti yang ini dan orang2 yang awam atau yang malas baca secara keseluruhan. Fakta: Feminisasi yang disebabkan oleh Wolbachia hanya dilaporkan pada isopoda"" https://t.co/46POueNRms https://t.co/2WfJrIdxqC""",,,,,1,0,0
"Atau,pindahkan penyebarannya ke rumah orang yang menyuruh menyebarkan nyamuk Wolbachia. https://t.co/p4gJ6eO3fW",,,,,0,0,1
"Perasaan sekarang nyamuk banyak banget lur, dulu2 gak kayak gini. Ya ada nyamuk tapi gak kerumunan gini juga kali siang malam ada. Apalagi di malang, th 2006 disini nyamuk itu cmn 1 ato 2 aja, jarang dah. Lah skrg beribu, apa efek cuaca kacau aja atau???? #keinget wolbachia",,,,,0,0,1
@fess10nopember Wolbachia 🙀,,,,,0,0,1
gatel banget ini nyamuk wolbachia,,,,,0,0,1
"@QOBILTUMAN @anas_pnk90 Tidak ada dampak dari gigitan dan nyamuk wolbachia bukanlah rekayasa genetika. Untuk mengetahui fakta2 dan masalah sebenarnya tentang Nyamuk wolbachia, bisa baca surat somasi https://t.co/40ZH7lkSiI",,,,,1,0,0
@anas_pnk90 hasil rekayasa genetika pasti berdampak kedepannya baik positif maupun negatif contoh nyamuk Wolbachia ini yg menghambat perkembangan populasi nyamuk demam berdarah istilah nyamuk disuruh KB tapi perlu diteliti gimana klo nyamuk Wolbachia itu gigit manusia apa dampaknya?,,,,,0,1,0
@DrNingz @StopPlandemit Bandung adem ayem ??? Heyyyy dokter kapan pernah sosialisasi nyamuk Wolbachia di Bandung ? 1 hari sebelum dilepas yah 🤦 Adem ayem krn banyak yg ga tau apa itu nyamuk Wolbachia 😡,,,,,0,0,1
"@kaping02 @dlhkotasemarang @humaspemkotsmg @dprdkotasmg Gak relevan untuk nyamuk wolbachia, gak ada dna rekombinan atau rekayasa genetika lainnya.",,,,,0,0,1
@kaping02 @dlhkotasemarang @humaspemkotsmg @dprdkotasmg Tidak relevan untuk Nyamuk Wolbachia yang bukanlah rekayasa genetika,,,,,1,0,0
"Mohon tindak lanjutnya @DPR_RI  Seharusnya Komisi IV terlibat dalam isu Nyamuk Wolbachia, bukan hanya Komisi IX. https://t.co/U4YyhZBPAE",,,,,0,0,1
"@DokterTifa @cakimiNOW Wkwkw, itu sarang nyamuk wolbachia bu dokter. Sengaja ditaruh biar pasangan lain nanti sakit dan afk. Org IT ga main alat begitu mainnya langsung telepati dan telekinesis. 😀",,,,,0,0,1
"Kepada @dlhkotasemarang @humaspemkotsmg @dprdkotasmg, mohon untuk diperhatikan permohonan informasi ini. Apakah pelepasan Nyamuk Wolbachia di Semarang dilakukan sesuai ketentuan UU 32/2009? Terima kasih. https://t.co/LE1dpsDEjF",,,,,0,0,1
"Dapat Somasi soal Nyamuk Wolbachia, Ini Tanggapan Menkes https://t.co/GwA6KmFjoa #beritajogja #jogja #jogjaistimewa https://t.co/9zQKC5gNPb",,,,,0,0,1
"@DrNingz @StopPlandemit wah emang mak pecinta pete ini daridulu anti banget sama yang kaya gitu2 padahal nyamuk kan bisa buat makanan ikan yaa  ditunggu testimoninya digigit nyamuk wolbachia dong seharian aja jadi ketauan emang manpaat sinyamuk ini efektif, yuu bisa yuu",,,,,0,0,1
"Viral Nyamuk Wolbachia, Menkes Budi Tak Ambil Pusing usai Dapat Somasi https://t.co/B7z6h8jLBP",,,,,0,0,1
"Nyamuk Wolbachia Dikaitkan dengan LGBT, Begini Keterangan Kemenkes https://t.co/L9v4P8zNoE",,,,,0,0,1
"@DokterTifa Hati2 yah..,nyamuk Wolbachia udh sampe dekat rumah tuh...🤭🤪",,,,,0,0,1
"Di depan media @BudiGSadikin @KemenkesRI berani membuat klaim2. Akankah mereka berani diskusi terbuka soal vaksin &amp  nyamuk wolbachia? Saya siap, mari kita diskusi berdasarkan data, fakta dan hukum. Beranikah?",,,,,0,0,1
"Dan ini kalo saya lihat yang menolak Wolbachia itu adalah sama persisi orang-orang sama yang menolak vaksin"" 🤡 Hehe, lalu siapa yang benar? ""Vaksin aman dan efektif""?  Menkes badut https://t.co/2RJKZg7Jq3""",,,,,0,0,1
@dhemitKali @Partono_ADjem @dokter_kampung Haha iyaa... Itu buktinya nyamuk Wolbachia ditolak oleh urang Sunda 👍,,,,,0,0,1
"Terkait unjuk rasa menolak Wolbachia dari Aliansi Masyarakat Anti Nyamuk, meminta Menteri Kesehatan RI Budi Gunadi Sadikin menangkap kembali nyamuk-nyamuk Wolbachia yang telah disebar.  Bahkan mereka meminta supaya nyamuk Wolbachia diisolasi saja di rumah Menkes Budi Gunadi.",,,,,0,0,1
Mengenal Nyamuk Wolbachia dan Potensinya https://t.co/pF1RneUdQA,,,,,0,0,1
"Daftar Hoaks Dampak Pelepasan Nyamuk Wolbachia, Simak Biar Tak Terpengaruh https://t.co/H0xjeA6EaK #CekFakta",,,,,0,0,1
"@BintangNadi LGBT, chip dalam nyamuk, terhubung dengan 5G, pembunuhan massal dll... jumlah hoax soal nyamuk wolbachia memang luar biasa. Tapi ada alasan2 faktual dan hukum yang wajar untuk menolaknya, sesuai isi somasi Menkes https://t.co/40ZH7lkSiI",,,,,0,1,0
"Goblok banget bilang &amp  sebar hoax nyamuk wolbachia nyebar birus LGBT imajinasi darimana coba sampe mikir gitu, pelaku biasanya penikmat teori konspirasi yg galaknya kaya anjing kelaperan",,,,,0,0,1
"Buntut Penolakan Warga, Kemenkes Tunda Penyebaran Nyamuk Wolbachia di Bandung https://t.co/weaBRMeZzb #Health",,,,,0,0,1
Cek Fakta: Tidak Benar Nyamuk Wolbachia Sebabkan Radang Otak https://t.co/5aSFNfWBnd #CekFakta,,,,,1,0,0
"@KemenkesRI Wolbachia udah banyak dicoba, udah aman, udah bagus buat nyamuk. Tapi, kenapa harus disisipin isu LGBT? Gak paham, jadi ga nyambung sama diskusi utama.",,,,,1,0,0
"Kepala Biro Komunikasi dan Pelayanan Publik Kementerian Kesehatan (Kemenkes) RI Siti Nadia Tarmizi menanggapi adanya somasi yang ingin menghentikan penyebaran nyamuk Wolbachia. Bahwa somasi yang dimaksud akan dibahas terlebih dahulu secara internal."" https://t.co/UcyzwZOrjD""",,,,,0,0,1
"Muncul Somasi untuk Menkes Budi Gunadi, Tuntut Hentikan Penyebaran Nyamuk Wolbachia https://t.co/ttn3TYIzRc #Health",,,,,0,0,1
"@KemenkesRI Hoax ini bro, temen gue digigit nyamuk wolbachia yang ngondek malah jadi jantan",,,,,0,1,0
"@KemenkesRI Yang bilang nyamuk Wolbachia berbahaya, mungkin belum pernah baca artikel ilmiahnya. Bakterinya nggak bisa bikin virus atau pandemi baru ko",,,,,1,0,0
"@KemenkesRI gue sampein dr berita yg gw baca y. nyamuk wolbachia aman, gak punya kaitan sama LGBT atau virus baru. Jangan terpancing sama berita palsu",,,,,1,0,0
@KemenkesRI kok bisa ya ada yang mikir nyamuk Wolbachia bisa sebar LGBT? tim kreatifnya nongkrong dimana ya? 😂,,,,,0,0,1
"@KemenkesRI Gimana sih, udah dikasih edukasi, malah ada aja yang pada percaya nyamuk Wolbachia bisa bawa LGBT. bingung bgt sama yg komen di akun yt itu",,,,,0,0,1
"@KemenkesRI Wolbachia itu bagus buat nyamuk, udah banyak negara yang coba. Tapi jangan sampe dijadikan alat buat bikin issue LGBT. Gak ada hubungannya sama sekali.",,,,,1,0,0
"@KemenkesRI Yang bilang nyamuk Wolbachia berbahaya, mungkin belum pernah baca artikel ilmiahnya. Bakterinya nggak bisa bikin virus atau pandemi baru, kok.",,,,,1,0,0
"@KemenkesRI Nyamuk Wolbachia jadi agen rahasia LGBT dan virus baru? Wah, nih nyamuk uda kaya agen aja banyak bet misi. wlwkwkkw",,,,,0,1,0
@KemenkesRI Sa ae dah nyamuk wolbachia! ade ade aje,,,,,0,0,1
@KemenkesRI Hasil riset Wolbachia padahal bagus ini di luar negeri,,,,,0,0,1
"@KemenkesRI Anjirrr, udah jaman 2023 masih ada aja yang percaya sama berita bohong tentang nyamuk Wolbachia. Emang sih, sekarang berita bohong itu gampang banget disebarin. Tapi, harusnya kita bisa berpikir kritis dan nggak mudah percaya sama berita yang nggak ada sumbernya. be smart lah",,,,,0,0,1
"@KemenkesRI Nyamuk Wolbachia itu aman buat manusia, kok. Bakterinya nggak bisa bikin virus atau pandemi baru. Malah, bisa bantu kurangin populasi nyamuk Aedes aegypti.",,,,,1,0,0
"@KemenkesRI Wolbachia udah teruji ampuh, aman buat nyamuk dan manusia. Tapi nih, konten dr tifa deh malah blunder bikin isu LGBT dari situ, gak etis dan ga nyambung sama bahasannya.",,,,,0,1,0
"@KemenkesRI gue dukung si wolbachia ini, jadi gaakan ada fogging2 lagi kan kedepannya min?",,,,,0,0,1
"@KemenkesRI 3Mplus harus dilakuin terus sih, soalnya nyamuk wolbachia kan hanya bantu",,,,,0,0,1
"@KemenkesRI Wolbachia jelas oke buat nyamuk, tapi heran deh kok sampe ada yang bikin isu LGBT dari sini. Gak nyambung sama sekali, lebih baik fokus sama manfaatnya buat kesehatan.",,,,,0,0,1
"@KemenkesRI Punten kak, relevansinya ke LGBT dimana ya? By research proven kalo Wolbachia udah terbukti ampuh nanganin nyamuk yang bawa virus, tapi heran banget kok jadi ada bahasan LGBT.. bingung saya",,,,,0,0,1
"@KemenkesRI Wolbachia ini bener2 banyak hoaxnya ya jadinya wkwkwk dr tifa ni emang udah sus sebenernya, banyak omongan yg ga makesense",,,,,1,0,0
@centertropmed UGM melanggar hukum karena menyebarkan nyamuk wolbachia tanpa AMDAL dan izin terkait. Akan ada konsekuensi hukum bagi semua pihak yang terlibat. https://t.co/40ZH7lkSiI,,,,,0,0,1
"Hasilnya? Dalam 30 tahun ke depan, peluang peningkatan bahaya akibat pelepasan nyamuk Aedes aegypti ber-Wolbachia dapat diabaikan.    #stophoax #ugm #tropmed #tropmedask #tropmedugm #bloodfeedchallenge #bloodfeed #arbovirus #dengue #wolbachia #DemamBerdarah #WolbachiaNyamukBaik https://t.co/3laUJfY1Da",,,,,0,0,1
"KAJIAN RISIKO NYAMUK WOLBACHIA  Penelitian nyamuk ber-Wolbachia telah dilakukan sejak tahun 2011, artinya masyarakat telah berdampingan dengan nyamuk ber-Wolbachia lebih dari 10 tahun.",,,,,1,0,0
"Sehingga tidak heran dalam beberapa studi tentang prospek infeksi virus dengue, banyak yang sulit memprediksi keamanan metode wolbachia. Tidak ada satupun teknologi saat ini yang bisa mengendalikan arah mutasi virus.",,,,,0,0,1
Viral load berhasil ditekan pada nyamuk aedes yg berwolbachia. Bakteri wolbachia yg berada di dalam sel nyamuk menghambat masuknya virus dengue ke dalam sel nyamuk. Akibatnya virus dengue tidak bisa bereplikasi di dalam tubuh nyamuk. Namun virus dengue TIDAK HILANG,,,,,1,0,0
@ndntzk Aku pas masih di ugmtoday dapet info soal wolbachia masih tergolong sepi gara2 kayaknya infonya ga begitu masuk sama interest org indonesia  Eh tau2 sekarang pada ribut for a stupid reason💀💀💀,,,,,0,0,1
Masyarakat men-somasi Menteri Kesehatan terkait penyebaran nyamuk rekayasa berbakteri Wolbachia ... 🤮  https://t.co/M2onjhlBD2,,,,,0,0,1
"@KemenkesRI saya seneng bgt dg edukasi bermanfaat ini, program wolbachia harus terus menyebar hingga seluruh daerah dapat merasakan manfaatnya",,,,,1,0,0
"@KemenkesRI Habis nonton konten yang ada tentang wolbachia ini,jadi yakin pol sih sama nyamuk ini bakal bawa manfaat yang besar",,,,,1,0,0
"@KemenkesRI dampak positif wolbachia sangat bermanfaat buat kita semua,mari sama sama kita mendukung program ini",,,,,1,0,0
@KemenkesRI yuk kita bantu program ini dg cara menyebarkan informasi ke keluarga dan temen2 supaya kita bisa bantu menyebarkan awareness ttg program wolbachia,,,,,1,0,0
"@KemenkesRI Sebelumnya aku sempet denger soal nyamuk Wolbachia dari kerabat di Bantul, dan emang bener ternyata udah pernah diterapin di Bantul hehe nemu beritanya ini guys by",,,,,0,0,1
"“Ada informasi yang salah bahwa nyamuk ber-Wolbachia bisa masuk ke tubuh manusia dan menyebabkan #LGBT. #Wolbachia hanya hidup di serangga, tidak bisa bertahan hidup di luar serangga,” kata Imran Pambudi, Direktur Pencegahan dan Pengendalian Penyakit Menular.#indonesia #NASIONAL https://t.co/AoOX1CH9Dm",,,,,0,0,1
"@KemenkesRI program wolbachia ini harus segera disosialisasikan ke seluruh tempat secara offline agar semua masy tau, menurut aku program ini oke bgt sih",,,,,0,0,1
"@KemenkesRI Kasus dbd marak bgt daridulu, sampe sekarang, we all have to concern about this guys, let's support this wolbachia program together",,,,,0,0,1
"@KemenkesRI informasi yang bermanfaat, aku bakalan share info penting ini ke whatsapp keluarga besar biar keluargaku aware ttg program wolbachia ini",,,,,0,0,1
"@KemenkesRI Gua liat konten ttg wolbachia ga sekali dia kali si dan memang terbukti ampuh, banyak negara2 lain yg udah nerapin program ini juga, so why not kita coba di indo?",,,,,0,0,1
@KemenkesRI Programnya inovatif banget! kenapa nggak dari dulu ada program Wolbachia?,,,,,0,0,1
@KemenkesRI Gue lihat konten tentang Wolbachia ga sekali dua kali sih dan terbukti ampuh banyak negara lain yang udah nerapin program ini juga kenapa tidak kita coba di indo,,,,,0,0,1
@KemenkesRI wolbachia menurut gw bakalan ngebuka peluang buat mengurangi beban penyakit dan meningkatkan kesehatan masyarakat which is good for us!,,,,,1,0,0
"@KemenkesRI gw percaya bahwa wolbachia ini bisa jadi solusi jitu, soalnya 3M udah jalan tapi ga efektif, kita perlu perubahan besar",,,,,1,0,0
@KemenkesRI mantap nih program wolbachia bisa berkontribusi dalam memutus rantai penyebaran virus yg disebabkan nyamuk,,,,,1,0,0
@KemenkesRI mantulilty! cegah DBD dg wolbachia would be more effective instead of only implementing 3M,,,,,1,0,0
@KemenkesRI Kerren baget wolbachia! semoga bisa jalan dg baik program inii dan semua pihak harus gotong-royong mengerjakan program ini,,,,,1,0,0
"@KemenkesRI gw baru denger sih tentang wolbachia, tp ngedenger dampaknya kayak gini menurut gw oke banget buat dijalanin terus programnya",,,,,0,0,1
"@KemenkesRI untung aja ya bu anak nya sekarang sembuh, yuk kita dukung wolbachia",,,,,0,0,1
"Pj Gubernur Jawa Barat, Bey Machmudin turut menanggapi penolakan warga Bandung atas disebarkanya nyamuk Wolbachia di Kecamatan Ujungberung, Kota Bandung.  #IDNTimesJabar   https://t.co/Z3LB0s4DXQ https://t.co/dSAbVYWD0v",,,,,0,0,1
Somasi Menteri Kesehatan tentang Nyamuk Wolbachia via @https://twitter.com/yppri_official https://t.co/iBHJK15yeM,,,,,0,0,1
🦟 Pakar bantah klaim bahwa nyamuk Wolbachia adalah 'bagian dari rencana depopulasi' https://t.co/rIeMYq0nKV,,,,,0,0,1
"Selain warga setempat, organisasi PC Muslimat NU Bantul turut mendukung teknologi Wolbachia sebagai metode pelengkap pengendalian demam berdarah tersebut.  Apa ya yang membuat mereka mau mendukung dan turut berpartisipasi penyebaran nyamuk ber-Wolbachia?",,,,,0,0,1
"PC MUSLIMAT NU BANTUL DUKUNG WOLBACHIA  Penyebaran nyamuk ber-Wolbachia sudah dilakukan secara luas di Kota Yogyakarta, Kabupaten Sleman, hingga Kabupaten Bantul.",,,,,1,0,0
"@JudahLion88 Ini kalo otak dongo, pake aja ke sawah dan ke kebon, kalo gak di keruminin nyamuk Wolbachia.",,,,,0,0,1
"#InfoGen1031FM Dir. P2P Kemenkes Imran Pambudi menegaskan, informasi nyamuk ber-Wolbachia dapat membawa virus LGBT itu HOAX. Imran menyebut, nyamuk ber-Wolbachia tidak bisa masuk ke dalam tubuh manusia, Wolbachia hanya hidup di tubuh serangga.  #Wolbachia #Kemenkes",,,,,1,0,0
@TedInvestigasi Mantaplah...!!! 👍👍👍  #Wolbachia #FakePandemic #Cabal,,,,,0,0,1
Somasi Menkes soal Nyamuk Wolbachia resmi diajukan! Ditandatangani oleh lebih dari 100 orang dan 20 organisasi / LSM! Isi surat somasi dan rincian Para Pemohon dalam artikel. Viralkan! https://t.co/40ZH7lkSiI,,,,,0,0,1
Mama.... aku digigit 10 nyamuk wolbachia,,,,,0,0,1
"Kementerian Kesehatan (Kemenkes) membantah kabar yang menyebut bahwa nyamuk dengan wolbachia membawa virus"" LGBT. Direktur Pencegahan dan Pengendalian Penyakit Menular Kementerian Kesehatan (Kemenkes) Imran Pambudi tegas menyebut hal itu tidak benar atau hoaks.  #BonusDemografi""",,,,,1,0,0
Lebih percaya nyamuk wolbachia bisa merubah dna menjadikan kita manusia mutan daripada bikin kita jadi lbgt,,,,,0,1,0
"Ditolak Warga, Bey Pastikan Nyamuk Wolbachia Sudah Diuji 13 Tahun https://t.co/Z3LB0s4DXQ",,,,,0,0,1
Wolbachia merupakan sejenis bakteria yang mampu menghalang penyebaran virus denggi kepada manusia dan nyamuk Aedes berWolbachia kelihatan sama seperti nyamuk Aedes yang lain.  #MalaysiaMADANI  #JabatanPenerangan #JapenPenang https://t.co/uG6EWFK2bC,,,,,1,0,0
Babinsa Kelurahan Meteseh Koptu Martono melaksanakan Monitoring Pendampingan Kader FKK dan Tim Wolbachia Kader Tembalang https://t.co/CFrMN9NQG0,,,,,0,0,1
Wolbachia merupakan sejenis bakteria yang mampu menghalang penyebaran virus denggi kepada manusia dan nyamuk Aedes berWolbachia kelihatan sama seperti nyamuk Aedes yang lain.  #MalaysiaMADANI #JabatanPenerangan,,,,,1,0,0
CEK FAKTA : Benarkah Nyamuk Wolbachia Membawa Virus LGBT? https://t.co/L2hKkcJkE5,,,,,0,1,0
Nyamuk Wolbachia diisukan hasil rekayasa genetika yang dikhawatirkan akan menimbulkan efek negatif pada tubuh manusia. https://t.co/eEwtZ1HnK4,,,,,0,1,0
Wolbachia merupakan sejenis bakteria yang mampu menghalang penyebaran virus denggi kepada manusia dan nyamuk Aedes berWolbachia kelihatan sama seperti nyamuk Aedes yang lain.  #MalaysiaMADANI #JabatanPenerangan https://t.co/XcxTFKmktH,,,,,1,0,0
"Nyamuk Wolbachia Bawa Virus LGBT, Itu Hoaks! https://t.co/sGzB8VZE4v",,,,,0,0,1
RAKYAT HARUS TAU SEGALA RESIKONYA !! RAKYAT BOLEH MENOLAK MENJADI BAHAN UJI COBA !! RAKYAT BANDUNG MENOLAK PENYEBARAN NYAMUK WOLBACHIA !! https://t.co/U65UC0OAav,,,,,0,0,1
"Warga Ujungberung Bandung Unjuk Rasa, Minta Nyamuk Wolbachia Dilepaskan di Rumah Menkes   https://t.co/RwZMMt4QEM lewat @tribunnews",,,,,0,0,1
"Tapi, tahukah kalian bagaimana proses pengembangbiakkan nyamuk aman ini? Yuk, saksikan video TROPMEDstory berikut sampai tuntas ya.    https://t.co/wBCEd3WJKF  #stophoax #ugm #fkkmkugm #tropmed #tropmedugm #tropmedstory #dengue #wolbachia #DemamBerdarah #WolbachiaNyamukBaik",,,,,0,0,1
Teknologi Wolbachia merupakan metode pelengkap dalam mengendalikan kasus demam berdarah secara alami.  Hal tersebut ternyata membuat masyarakat dan petugas surveilans merasa terbantu dengan adanya metode Wolbachia.,,,,,1,0,0
Tolak penyebaran nyamuk wolbachia. https://t.co/rTNaSCUYsB,,,,,0,0,1
"Warga Ujungberung Bandung Protes, Tolak Penyebaran Wolbachia  https://t.co/L5gQuBmzrX",,,,,0,0,1
"Warga Ujungberung Bandung Unjuk Rasa, Minta Nyamuk Wolbachia Dilepaskan di Rumah Menkes   https://t.co/MgjHJCblaR via @tribunnews",,,,,0,0,1
Penyebaran Ember Wolbachia untuk Dua Kecamatan di Bontang Ditarget Bulan Ini https://t.co/lB9E5NZfex,,,,,0,0,1
Bandung bersatu tolak penyebaran nyamuk wolbachia https://t.co/u9S84mHqmk,,,,,0,0,1
Ayo @KemenkesRI lepaskan itu sekarung nyamuk wolbachia di remuah menteri dan pejabat kemenkes... juga di istana presiden rumah2 menteri... mau nggak? Jangan jadikan rakyat sebagsi percobaan. https://t.co/qRhjHiRCYT,,,,,0,0,1
Sekitar 400.000 kasus demam berdarah mengakibatkan kematian setiap tahunya.  Salah satu cara mengatasi demam berdarah adalah merekayasa genetik nyamuk Aedes aegypti. Proyek ini bernama Nyamuk Bionik Wolbachia.  Selengkapnya di artikel berikut 👇 https://t.co/JWlJp6gsKQ,,,,,1,0,0
Ini Alasan Kota Bandung Jadi Salah Satu Kota Tempat Penyebaran Nyamuk Wolbachia https://t.co/WYRLCnobWd https://t.co/QzdmmSszo2,,,,,0,0,1
"Warga Demo Tolak Program Nyamuk Wolbachia di Bandung, Tuntut  Menkes Tangkap Lagi Nyamuknya https://t.co/1BBvOLDSTj https://t.co/RQu7QJrCY3",,,,,0,0,1
"Terima kasih Komisi V DPRD tingkat 1 Jawa Barat (Jabar), yang telah menerima kami dan @BabehAldoAje135 dengan baik dan SEPAKAT untuk melakukan PENINJAUAN KEMBALI penyebaran nyamuk Wolbachia!!!  Tak seperti @KemenkesRI, komunikasi apalagi pagar pun TAK MAU DIBUKAKAN untuk kami! 👎 https://t.co/Z3aUpvLvuY",,,,,0,0,1
"Pro Kontra Nyamuk Wolbachia,Warga Bandung Lakukan Demo hingga Lokasi Penyebaran - MSN https://t.co/u4kpCM2v5A https://t.co/P1qfBS9o40",,,,,0,0,1
"Mereka memprotes pemerintah yang memaksakan menyebarkan nyamuk Wolbachia di Kota Bandung, beberapa waktu lalu.   Sumber: https://t.co/vxgrmmf5Gf",,,,,0,0,1
BERANI GAK NIH..? Warga Bandung Minta Pemerintah Lepas Nyamuk Wolbachia di Rumah Menkes https://t.co/4vAYWPD6hm via @BERGELORA.COM,,,,,0,0,1
"@DokterTifa Warga Ujungberung Bandung Unjuk Rasa, Minta Nyamuk Wolbachia Dilepaskan di Rumah Menkes https://t.co/FDSvTdnJfR",,,,,0,0,1
"@sphericalfa wakakak bokap gue banget ini. anaknya dokter tapi gamau banget diperiksa, terus kemaren sempet hampir kemakan hoax wolbachia. untung sekarang udh bisa diajak ngobrol.",,,,,0,0,1
Terima kasih @tvOneNews  Tetap semangat Rakyat MENOLAK PENYEBARAN NYAMUK WOLBACHIA !!  https://t.co/Avj7onfdNr https://t.co/By5TZf2v71,,,,,0,0,1
"Di Ujungberung Bandung, Ini Lokasi Penyebaran Nyamuk Wolbachia, Orang Tua Asuh Ada yang Sempat Ragu https://t.co/RMcDwK7kyO https://t.co/A3kssTr3kn",,,,,0,0,1
Penyebaran Nyamuk Wolbachia di Kota Bandung Ditolak Warga https://t.co/QENHTMwnqz,,,,,0,0,1
TOLAK LAWAN PENYEBARAN NYAMUK WOLBACHIA Nyamuk bkn temen tp MUSUH KITA‼️ https://t.co/Af5r0o0jWD,,,,,0,0,1
Komisi IX DPR RI : Metode Wolbachia Harus Dikaji Lebih Dalam  Kementerian Kesehatan terus memperluas penerapan metode Wolbachia ke seluruh wilayah Indonesia. Pasca metode tersebut berhasil menurunkan angka demam berdarah  #tvrparlemen #komisi9 #KunkerDPR https://t.co/xnas1LqyH8,,,,,0,0,1
"Tolak Pengembangbiakan Nyamuk Wolbachia, Puluhan Warga Unjuk Rasa di Depan Gedung DPRD Jabar https://t.co/k4HVC2WlO1",,,,,0,0,1
"@BabehAldoAje135 @BabehAldoAje135 , Beh..ada baiknya juga bikin gerakan selain TOLAK, juga ada gerakan BASMI. Mengingat ada beberapa daerah yang sudah disebari nyamuk wolbachia",,,,,0,0,1
@BabehAldoAje135 Ade yang DM ane beh @BabehAldoAje135. Nyamuk Wolbachia kah?? Lokasi di cimahi https://t.co/KXO7kUmdX2,,,,,0,0,1
"Bismillah  Alhamdulillah 🤲 Perjuangan MpR Babeh Aldo dan masyarakat Sunda di bandung hari ini mendapatkan hasil yg luar biasa, MasyaAllah 🤲  ◾DPRD Jabar dan masyarakat bersama sepakat untuk menolak penyebaran nyamuk genetika Wolbachia..!! 18.12.2023   Allahu Akbar ☝️ https://t.co/6HpTduEJgV",,,,,0,0,1
ALHAMDULILLAH!! ALLAHU AKBAR !! MASYARAKAT BANDUNG JAWA BARAT SEPAKAT PENINJAUAN KEMBALI PENYEBARAN NYAMUK BER WOLBACHIA !!  SEMANGAT BERGERAK STOP PENYEBARAN NYAMUK BER WOLBACHIA SEINDONESIA !! https://t.co/BrDmkzLxIO,,,,,0,0,1
Puluhan orang mendatangi DPRD Jabar meminta agar program penyebaran nyamuk Wolbachia dihentikan. 🎥Buh #BeritaElshinta https://t.co/4w5lKv6rmm,,,,,0,0,1
"Ini kan titik sebar nyamuk wolbachia udah ada, trs kalo rumah gue banyak nyamuknya trus gue semprot tuh gpp ga sih. Kan mreka harus kawin dulu biar ada nyamuk baik, tapi kan kita gatau itu nyamuk udah kawin apa belom. Trus kan kita gatau itu nyamuk yg masih jahat atau yang baik",,,,,0,0,1
