label,full_text,preprocessed_column
1,Apa Itu Nyamuk Wolbachia Bikinan Bill Gates Pembasmi DBD  https://t.co/5snOm5ztHi,nyamuk wolbachia bikin bill gates basmi dbd
1,Kemenkes menerapkan inovasi teknologi wolbachia untuk menurunkan penyebaran DBD oleh nyamuk Aedes aegypti. Seperti apa pengaruhnya? https://t.co/h8EnXZOeOz,kemenkes terap inovasi teknologi wolbachia turun sebar dbd nyamuk aedes aegypti pengaruh
1,"Kemenkes Sebut Nyamuk Wolbachia Efektif Tekan Kasus DBD, Bagaimana Cara Kerjanya?  https://t.co/kQfaiZWioe",kemenkes nyamuk wolbachia efektif tekan dbd kerja
1,Bener! Nyamuk wolbachia ini emang terbukti EFEKTIF membasmi wabah DBD. Tapi kira-kira kenapa cuma nyamuk jantan aja yang dilepas? Toh yang nyebarin virusnya ke manusia kan nyamuk yang betina?,bener nyamuk wolbachia emang bukti efektif basmi wabah dbd kirakira nyamuk jantan aja lepas nyebarin virus manusia nyamuk betina
1,Disebar Untuk Tekan Kasus DBD Nyamuk Wolbachia Bukan Hasil Rekayasa Genetik https://t.co/2SmZvHocSz https://t.co/MTn5AVVmPI,sebar tekan dbd nyamuk wolbachia hasil rekayasa genetik
1,"Teruji Berhasil di Berbagai Negara, Kemenkes Terapkan Inovasi Wolbachia Turunkan Kasus DBD https://t.co/bITy5dMMSa",uji hasil negara kemenkes terap inovasi wolbachia turun dbd
1,"Turunkan Kasus DBD, Kemenkes Tebar Jentik Nyamuk Wolbachia https://t.co/c6xLGQsq3O via @nawacit4",turun dbd kemenkes tebar jentik nyamuk wolbachia via
1,"Staf Teknis Komunikasi Transformasi Kesehatan, Kementerian Kesehatan (Kemenkes) RI R.A. Adaninggar Primadia Nariswari mengimbau masyarakat tak perlu khawatir soal penyebaran nyamuk berbakteri Wolbachia yang dilakukan untuk menekan angka DBD di sejumlah wilayah di Indonesia.",staf teknis komunikasi transformasi sehat menteri sehat kemenkes ri ra adaninggar primadia nariswari imbau masyarakat khawatir sebar nyamuk bakteri wolbachia tekan angka dbd wilayah indonesia
0,"Kontroversi Nyamuk Wolbachia Cegah DBD, Siti Fadilah: Utak-utik Gen Efeknya Jangka Panjang  https://t.co/7uKtH2UwYs",kontroversi nyamuk wolbachia cegah dbd siti fadilah utakutik gen efek jangka
1,Kemenkes mengimbau masyarakat tak perlu khawatir soal penyebaran nyamuk berbakteri Wolbachia yang dilakukan untuk menekan angka DBD di sejumlah wilayah di Indonesia. https://t.co/6uJB0H8jQs,kemenkes imbau masyarakat khawatir sebar nyamuk bakteri wolbachia tekan angka dbd wilayah indonesia
1,"@ProfesorZubairi Wolbachia itu jenis bakteri yg di serangga contoh kupu-kupu, lalat dll. Jadi bukan jenis nyamuk ya. Jenis nyamuk nya ttp aedes aegypti yg menularkan dbd itu. Jadi kalo di injeksi wolbachia terbukti cr ilmiah penelitian itu mampu melumpuhkan virus dengue",wolbachia jenis bakteri yg serangga contoh kupukupu lalat dll jenis nyamuk ya jenis nyamuk nya ttp aedes aegypti yg tular dbd kalo injeksi wolbachia bukti cr ilmiah teliti lumpuh virus dengue
1,@Rosses1Black Brazil sudah lakukan sejak 2014.   Di sini sdh sejak awal 2022. Baik2 saja. Prevalensi DBD menurun sampai 77% Manusia sbnrnya sudah ratusan tahun kontak dg Wolbachia. Program ini tujuannya agar Aedes aegypti tdk jadi vektor virus penyebab DBD. https://t.co/XhnSbXHG7B,brazil laku 2014 sdh 2022 baik2 prevalensi dbd turun 77 manusia sbnrnya ratus kontak dg wolbachia program tuju aedes aegypti tdk vektor virus sebab dbd
1,"@ProfesorZubairi Alhamdulillah hasilnya signifikan, pasien dbd mengalami penurunan dibantul,  selain itu peran warga bantul yang sangat kooperatif terkait program wolbachia sendiri jadi faktor utama keberhasilan program, setiap 2 minggu sekali selalu ada pengecekan terkait wolbachia",alhamdulillah hasil signifikan pasien dbd alami turun dibantul peran warga bantul kooperatif kait program wolbachia faktor utama hasil program 2 minggu kece kait wolbachia
1,Kemkes Sebut Nyamuk Wolbachia Ampuh Atasi DBD di 9 Negara https://t.co/wTFxsulBpy,kemkes nyamuk wolbachia ampuh atas dbd 9 negara
1,"[BREAKING NEWS]  HEBOH Pro Kontra Penyebaran Nyamuk Wolbachia di 5 Kota di Indonesia, Disebut Bisa Tekan Bahaya DBD https://t.co/V1MSgbyBWC",breaking news heboh pro kontra sebar nyamuk wolbachia 5 kota indonesia tekan bahaya dbd
0,"@amurka_bali Nyamuk Bionik #WOLBACHIA berkedok mengatasi DBD di Indonesia yang akan (sudah?) di lepas di Bali, padahal ada skenario depopulasi yg berhubungan dengan WHO, Israhell dan Amerika? https://t.co/bRr8aIxUgj",nyamuk bionik kedok atas dbd indonesia lepas bal skenario depopulasi yg hubung who israhell amerika
1,Kemenkes sampaikan program pelepasan nyamuk aedes aegypti yang diinfeksi dengan bakteri Wolbachia penting untuk menekan kasus DBD di Indonesia. Ia pun jelaskan cara kerja program ini. https://t.co/LaEx0Ec7pj,kemenkes program lepas nyamuk aedes aegypti infeksi bakteri wolbachia tekan dbd indonesia kerja program
0,Abis nonton vt di indo sudah disebarin nyamuk hasil rekayasa genetik di jakbar dan beberapa daerah di jawa untuk menekan populasi nyamuk DBD.  Kira2 kedepan ga bikin masalah baru lagi kah nyamuk2 itu? Takutnya muncul penyakit baru yg bikin lockdown lg 🙃 Wolbachia nama nyamuknya.,abis nonton vt indo disebarin nyamuk hasil rekayasa genetik jakbar daerah jawa tekan populasi nyamuk dbd kira2 depan ga bikin kah nyamuk2 takut muncul sakit yg bikin lockdown lg wolbachia nama nyamuk
0,"@CNNIndonesia DBD lenyap, Wolbachia menggila",dbd lenyap wolbachia gila
1,"@Heraloebss Ini nyamuk wolbachia.. mrka ngeklaim isa menurunkan angka DB, caranya disebar di wilayah, trus dibiarin mereka kawin sama nyamuk pembawa ae, nanti telurnya ada yg gak menetas/netas tapi berwolbachia. Dijogja udah mulai disebar dan alhamdulillah udah ada penurunan angka DBD",nyamuk wolbachia mrka ngeklaim isa turun angka db sebar wilayah trus dibiarin kawin nyamuk bawa ae telur yg gak menetasnetas berwolbachia dijogja udah sebar alhamdulillah udah turun angka dbd
1,"@Heraloebss intinya, Wolbachia akan berkompetisi untuk berkembang biak pada tubuh nyamuk menggeser virus denue, Zika, dsb. jadi, nyamuk TETEP akan berkembang biak. nyamuk betina TETEP akan bertelur dan BUTUH darah manusia, cuma ya udh gak akan menularkan penyakit ky DBD, Zika, dst https://t.co/CNWc2kIPWg",inti wolbachia kompetisi kembang biak tubuh nyamuk geser virus denue zika dsb nyamuk tetep kembang biak nyamuk betina tetep telur butuh darah manusia ya udh gak tular sakit ky dbd zika dst
1,"Kemenkes RI memastikan penyebaran nyamuk wolbachia efektif untuk mengatasi kasus DBD. Selain Indonesia, beberapa negara lain juga menggunakan metode tersebut. 🦟👨‍🔬",kemenkes ri sebar nyamuk wolbachia efektif atas dbd indonesia negara metode
1,@Heraloebss NYAMUK WOLBACHIA TUH HABIS NGNTOD DIA MATI. YG BETINA NYA PAS NELUR TELUYNYA KAGA NETAS. AKIBAT TERTULAR BAKTERI WOLBACHIA. DAMN TERPUTUS RANTAI DBD.,nyamuk wolbachia tuh habis ngntod mati yg betina nya pas nur teluynya kaga netas akibat tular bakteri wolbachia damn putus rantai dbd
1,"Dok. Ini yg dimaksud itu nyamuk yg sudah diintroduksi bakteri wolbachia. Ini memang program kerjasama billgates dg bbrp univ di melbourne dan UGM buat menurunkan angka DBD. Sudah dicoba di Jogja dan berhasil menurunkan insiden DBD. Orang yg diwawancara itu ngaco, ga tau apa².",dok yg nyamuk yg introduksi bakteri wolbachia program kerjasama billgates dg bbrp univ melbourne ugm turun angka dbd coba jogja hasil turun insiden dbd orang yg wawancara ngaco ga tau apa
1,"@Heraloebss Ini penelitian beneran kok. Nyamuk disebar untuk mengatasi DBD. Dulu pernah lihat ada yang post video kalau UGM meneliti nyamuk Wolbachia. Udah lama banget videonya, kerjasama sama Singapura kalau gak salah. Kebetulan ini ada artikelnya dari UGM sendiri.  https://t.co/vkHCDvV7Wz",teliti beneran nyamuk sebar atas dbd lihat post video ugm teliti nyamuk wolbachia udah banget video kerjasama singapura gak salah artikel ugm
1,"Kemenkes RI Klaim Nyamuk Wolbachia Efektif Tekan DBD, Gimana Cara Kerjanya?  Kemenkes memastikan penyebaran nyamuk wolbachia terbukti efektif menurunkan kasus demam berdarah. Memang seperti apa sih cara kerja nyamuk ini?  &gt &gt  https://t.co/VSCkKnGx4v  #detikhealth",kemenkes ri klaim nyamuk wolbachia efektif tekan dbd gimana kerja kemenkes sebar nyamuk wolbachia bukti efektif turun demam darah sih kerja nyamuk gt gt
1,@Been4Q59 Nyamuk wolbachia dikembangbiakan untuk mengurangi virus dbd pada nyamuk aides aegypti. Nyamuk wolbachia jantan akan kawin dengan nyamuk betina dari jenis lain termasuk aides aegypti (penyebab DBD).  https://t.co/C84YOvDn20,nyamuk wolbachia dikembangbiakan kurang virus dbd nyamuk aides aegypti nyamuk wolbachia jantan kawin nyamuk betina jenis aides aegypti sebab dbd
1,"#DetikNetwork Kemenkes RI memastikan penyebaran nyamuk wolbachia efektif untuk mengatasi kasus DBD. Selain Indonesia, beberapa negara lain juga menggunakan metode tersebut. https://t.co/QoN2iCVdC5",kemenkes ri sebar nyamuk wolbachia efektif atas dbd indonesia negara metode
1,"Selain Indonesia, Beberapa Negara Ini Juga Sebar Nyamuk Wolbachia untuk Lawan DBD  https://t.co/O56viCARLd",indonesia negara sebar nyamuk wolbachia lawan dbd
1,"@Been4Q59 KEREN UGM berhasil nurunin DBD di jogja berkat nyamuk wolbachia...... Yg percaya kontrasepsi ya memang tolol... Kontrasepsi dipercaya,, tololll  Link : https://t.co/xTREanykIY",keren ugm hasil nurunin dbd jogja berkat nyamuk wolbachia yg percaya kontrasepsi ya tolol kontrasepsi percaya tololll link
1,"Apakah Nyamuk Wolbachia Solusi untuk Mengatasi DBD, Zika, dan Chikungunya? https://t.co/hTitTn056W",nyamuk wolbachia solusi atas dbd zika chikungunya
1,Kemenkes: Penyebaran Nyamuk Wolbachia untuk Basmi DBD  https://t.co/VTtfJu4VFa,kemenkes sebar nyamuk wolbachia basmi dbd
1,"@sikopisaring @Heraloebss Karena pembasmian secara konvensional selama ini kan belum optimal. Jd nyamuk yg disebar ini punya bakteri Wolbachia, dimana dia bs melumpuhkan virus penyebab DBD, selain itu bakteri ini bs mengontrol populasi nyamuk penyebab DBD  klo mau baca tinggal di google aja",basmi konvensional optimal jd nyamuk yg sebar bakteri wolbachia mana bs lumpuh virus sebab dbd bakteri bs kontrol populasi nyamuk sebab dbd klo baca tinggal google aja
1,Sebar Nyamuk Wolbachia Efektif untuk Berantas DBD  https://t.co/q2YpDowCIk,sebar nyamuk wolbachia efektif berantas dbd
1,Kemkes Sebut Nyamuk Wolbachia Ampuh Atasi DBD di 9 Negara https://t.co/VrBpUXukR5,kemkes nyamuk wolbachia ampuh atas dbd 9 negara
1,"@tamim_pardede Metode Wolbachia merupakan metode baru yang diterapkan di dunia, dengan mengawinkan nyamuk Aedes Aegypti dengan nyamuk yang sudah diberikan bakteri Wolbachia, yang dapat menghilangkan kemampuan penularan virus DBD.sampe sini PAHAM gak puh🤣NT ni missinformasia/sedang ga beres🤣",metode wolbachia metode terap dunia awin nyamuk aedes aegypti nyamuk bakteri wolbachia hilang mampu tular virus dbdsampe paham gak puhnt ni missinformasiasedang ga beres
1,Kementerian Kesehatan (Kemenkes) akan menerapkan inovasi teknologi Wolbachia untuk menurunkan penyebaran Demam Berdarah Dengue (DBD) di Indonesia yang... https://t.co/qRfMpK7ZDW,menteri sehat kemenkes terap inovasi teknologi wolbachia turun sebar demam darah dengue dbd indonesia
1,"Mengenal Inovasi Wolbachia, Cara Kemenkes Turunkan Kasus DBD  #walbachia #dbd #VirusDBD @KemenkesRI https://t.co/qZfLWtZmbW",kenal inovasi wolbachia kemenkes turun dbd
1,"Kemenkes RI memastikan penyebaran nyamuk wolbachia efektif untuk mengatasi kasus DBD. Selain Indonesia, beberapa negara lain juga menggunakan metode tersebut. https://t.co/P6PSeESz5M",kemenkes ri sebar nyamuk wolbachia efektif atas dbd indonesia negara metode
1,Kemenkes RI memastikan penyebaran nyamuk wolbachia untuk mengatasi kasus demam berdarah dengue (DBD) efektif. Begini pantauannya di sejumlah wilayah.  https://t.co/PakQMqgm90,kemenkes ri sebar nyamuk wolbachia atas demam darah dengue dbd efektif pantau wilayah
1,"Dinilai efektif menurunkan kasus DBD, berikut ini daftar 5 kota uji coba metode nyamuk Wolbachia oleh Kemenkes. https://t.co/soqCLrweNZ",nilai efektif turun dbd daftar 5 kota uji coba metode nyamuk wolbachia kemenkes
1,Wolbachia dan Campur Tangan Bill Gates Ternak Nyamuk Lawan DBD https://t.co/UpymVsqvxq,wolbachia campur tangan bill gates ternak nyamuk lawan dbd
1,"Cara Kerja Wolbachia, Nyamuk Dilepas untuk Cegah DBD https://t.co/x9qib690SK",kerja wolbachia nyamuk lepas cegah dbd
1,Apa Itu Wolbachia? Inovasi Medis yang Bisa Turunkan Penyebaran DBD https://t.co/6vvLtWvjtF,wolbachia inovasi medis turun sebar dbd
0,https://t.co/xZvdr7U1N6   Kenalan Dengan Nyamuk Wolbachia ! Nyamuk Hasil Rekayasa Genetika yang Disebar di Indonesia  #Nyamuk  #NyamukWolbachia  #DBD,kenal nyamuk wolbachia nyamuk hasil rekayasa genetika sebar indonesia
1,Inovasi Wolbachia Efektif Turunkan Kasus DBD https://t.co/6hiUKa6F74,inovasi wolbachia efektif turun dbd
1,"Nyamuk billgates 😅 Jan ngawur deh!   Nyamuk wolbachia awalnya dari australia, trs lanjut penelitian di ugm, uji coba skitar 3-4thn lalu di skitar kampus  Nyamuk ni buat nurunin tingkat dbd  Mestinya skrg udah uji klinis fase 2",nyamuk billgates jan ngawur deh nyamuk wolbachia australia trs teliti ugm uji coba skitar 34thn skitar kampus nyamuk ni nurunin tingkat dbd mesti skrg udah uji klinis fase 2
0,Heboh bahaya Nyamuk Wolbachia di Bali pula. https://t.co/5D54KbetS2 Mega KPU Pilpres Nyamuk Bali  #nyamuk #Bali #kesehatan #dbd,heboh bahaya nyamuk wolbachia bal mega kpu pilpres nyamuk bal
1,Diklaim qabill qates dg teknologi Wolbachia pada nyamuk ini mampu mengurangi dampak DBD yg dibawa hingga 77%  Sebagian ahli kesehatan ada kontra bahwa penerapan utk penggunaan ke massa SOP nya tidak transparan  Bersambung ⬇️,klaim qabill qates dg teknologi wolbachia nyamuk kurang dampak dbd yg bawa 77 ahli sehat kontra terap utk guna massa sop nya transparan sambung
1,"Wolbachia adalah bakteri yang hidup dalam tubuh nyamuk Aedes aegypti. Bakteri ini dapat melumpuhkan virus dengue dalam tubuh nyamuk, sehingga virus dengue tidak dapat menular ke manusia.  Wolbachia terbukti efektif dalam mengendalikan DBD di berbagai negara, termasuk Indonesia.",wolbachia bakteri hidup tubuh nyamuk aedes aegypti bakteri lumpuh virus dengue tubuh nyamuk virus dengue tular manusia wolbachia bukti efektif kendali dbd negara indonesia
1,"@DeningCarlo dinas kesehatan kotaku malah udah bikin program nyamuk wolbachia ini bli, katanya buat mencegah dbd",dinas sehat kota udah bikin program nyamuk wolbachia bli cegah dbd
1,"Teruji Berhasil Di Berbagai Negara, Inovasi Wolbachia Efektif Turunkan Kasus DBD  https://t.co/ye3Uys5QBm",uji hasil negara inovasi wolbachia efektif turun dbd
1,Inovasi Wolbachia Efektif Turunkan Kasus DBD Di Berbagai Negara https://t.co/JChbxj2xky,inovasi wolbachia efektif turun dbd negara
1,@DrEvaChaniago @berlianidris  @LtdAkbar dll  Next mass prank after the jabvaxx one  Inovasi Wolbachia Efektif Turunkan Kasus DBD Sudah Teruji Berhasil Di Berbagai Negara https://t.co/oxt28T38RU,dll next mass prank after the jabvaxx one inovasi wolbachia efektif turun dbd uji hasil negara
1,Penyebaran Nyamuk Wolbachia untuk Atasi DBD di Denpasar Tuai Kritikan https://t.co/HZdMPOKHw5,sebar nyamuk wolbachia atas dbd denpasar tuai kritik
1,"Penebaran nyamuk Wolbachia salah satu upaya untuk pengendalian demam berdarah dengue (DBD). Sejauh ini, penyebaran nyamuk Wolbachia belum diterapkan di Bangli. Pengendalian DBD di Bangli masih menerapkan 3M plus. https://t.co/B95MuwTxEY",tebar nyamuk wolbachia salah upaya kendali demam darah dengue dbd sebar nyamuk wolbachia terap bangli kendali dbd bangli terap 3m plus
0,Mengatasi problem nyamuk DBD dengan sebar nyamuk wolbachia.. sungguh solutif sekali bapak virus komputer Ba'al Gates.. 🤣🤣,atas problem nyamuk dbd sebar nyamuk wolbachia sungguh solutif virus komputer baal gates
1,"Kurangi Kasus DBD, Pemkot Bandung Terapkan Metode Nyamuk Wolbachia https://t.co/tcku98dxGt",kurang dbd pemkot bandung terap metode nyamuk wolbachia
1,"Seluk-beluk Wolbachia, Inovasi Menekan Penyebaran Kasus DBD https://t.co/V7TEuauOy4 https://t.co/XqFXBHqLh1",selukbeluk wolbachia inovasi tekan sebar dbd
1,#RilisSehat  Inovasi Wolbachia Efektif Turunkan Kasus DBD Sudah Teruji Berhasil Di Berbagai Negara @KemenkesRI   https://t.co/NFmQatxa2e https://t.co/XnH9nep850,inovasi wolbachia efektif turun dbd uji hasil negara
1,@Nicho_Silalahi Penyebaran Nyamuk Wolbachia untuk Atasi DBD di Denpasar Tuai Kritikan  https://t.co/HU1WiRFBe7,sebar nyamuk wolbachia atas dbd denpasar tuai kritik
1,"Ada Penolakan, Penebaran Nyamuk Wolbachia untuk DBD di Denpasar Ditunda, Walikota: Tunggu Rekomendasi Kemenkes  https://t.co/eDhGHJ5qnA",tolak tebar nyamuk wolbachia dbd denpasar tunda walikota tunggu rekomendasi kemenkes
1,Kemenkes Evaluasi Teknologi Wolbachia untuk Berantas DBD https://t.co/jpqExblJ5A,kemenkes evaluasi teknologi wolbachia berantas dbd
0,Program pengendalian Demam Berdarah Dengue (DBD) melalui penyebaran nyamuk Aedes Aegypti yang diinjeksi bakteri Wolbachia dipertanyakan oleh eks Menkes Siti Fadilah. Ia keberatan masyarakat dijadikan subjek penelitian tanpa transparansi. https://t.co/Ixbv6KnKw9,program kendali demam darah dengue dbd sebar nyamuk aedes aegypti injeksi bakteri wolbachia eks menkes siti fadilah berat masyarakat jadi subjek teliti transparansi
0,Eks Menkes Siti Fadilah Pertanyakan Program Pengendalian DBD dengan Wolbachia  Program pengendalian DBD melalui penyebaran nyamuk Aedes Aegypti yang diinjeksi bakteri Wolbachia dipertanyakan oleh eks Menkes Siti Fadilah.  #20detik  https://t.co/SxNl9uSqC9,eks menkes siti fadilah program kendali dbd wolbachia program kendali dbd sebar nyamuk aedes aegypti injeksi bakteri wolbachia eks menkes siti fadilah
0,Wolbachia untuk Cegah DBD Dinilai Punya Kelemahan https://t.co/nYuWdx9nFy,wolbachia cegah dbd nilai lemah
1,Lawan Nyamuk DBD dengan Nyamuk Wolbachia https://t.co/OrqyLkYwt5,lawan nyamuk dbd nyamuk wolbachia
1,Program penebaran jentik nyamuk berbakteri Wolbachia untuk menurunkan kasus DBD di sejumlah kota terilhami program yang telah dilakukan oleh swasta di Yogyakarta https://t.co/GfF2c3EJ8y,program tebar jentik nyamuk bakteri wolbachia turun dbd kota ilham program swasta yogyakarta
0,@ardisatriawan Jangan2 ini efek samping wolbachia project? https://t.co/RGbvdoz7I1,jangan2 efek samping wolbachia project
0,@aniesbaswedan Aduh... Abah... please deh... Takutnya nyamuk wolbachia berpesta pora...😩,aduh abah please deh takut nyamuk wolbachia pesta pora
0,@bengkeldodo @DokterTifa @Ndons_Back @are_inismyname @99propaganda @4Y4NKZ @AndreasSolusi @AlmaghribiS @B_Hendratmo1 @BabehAldoAje135 @xquitavee Dr.Tifa sih dokter abal2. Dokter percaya nyamuk Wolbachia bisa bikin org jd LGBT..🙈.,drtifa sih dokter abal2 dokter percaya nyamuk wolbachia bikin org jd lgbt
0,VIDEO CEK FAKTA: Nyamuk Wolbachia Bikin LGBT. Masa Iya? https://t.co/ST2iJDIew5,video cek fakta nyamuk wolbachia bikin lgbt iya
0,Nyamuk Wolbachia Rencana Bisnis Farmasi Dunia? Komjen Dharma Sebut Permintaan Bill Gates https://t.co/Mhzsrra7gU,nyamuk wolbachia rencana bisnis farmasi dunia komjen dharma minta bill gates
0,"@DokterTifa Bunda adakah jurnal ataupun kajian ilmiah yang membuktikan nyamuk Wolbachia berbahaya, mau share ke grup keluarga takutnya ga ada bukti",bunda ada jurnal kaji ilmiah bukti nyamuk wolbachia bahaya share grup keluarga takut ga bukti
0,"@_Banyoe Bakal lanjut di Indonesia jika LBP kubu 02 berkuasa, menkes Budi dan kroni2nya nyebarrin Wolbachia dan jenis2 vaksin dagangan mereka titipan BG. Omnibuslaw kesehatan harus segera dicabut!!!",indonesia lbp kubu 02 kuasa menkes budi kroni2nya nyebarrin wolbachia jenis2 vaksin dagang titip bg omnibuslaw sehat cabut
0,"https://t.co/YY6uWepS4D kebohongan yang nyata mengenai jenis bakteri Wolbachia dari para 'pakar',ini sangat berbahaya https://t.co/SARIu5HdxL",bohong nyata jenis bakteri wolbachia pakarini bahaya
1,Kemenkes Pilih 5 Kota Ini untuk Proyek rintisan Teknologi Wolbachia https://t.co/WVUOmeNvEs #beritajogja #jogja #jogjaistimewa https://t.co/v2TLNNUFVv,kemenkes pilih 5 kota proyek rintis teknologi wolbachia
0,"40 Juta Telur Nyamuk Wolbachia Siap Diproduksi Kemenkes, Eks Menkes Siti Fadilah: Kok Tega Sama Bangsa Sendiri.  Lepaskan saja di rumah menkes.  https://t.co/3MLhdmeBBj",40 juta telur nyamuk wolbachia produksi kemenkes eks menkes siti fadilah tega bangsa lepas rumah menkes
1,"Kemenkes Siap Bangun Pabrik Telur Nyamuk Wolbachia, Produksi 40 Juta Telur Per Minggu https://t.co/upoSXgPZ9E",kemenkes bangun pabrik telur nyamuk wolbachia produksi 40 juta telur minggu
0,"@TedInvestigasi Emang kayak gitu tim @TedInvestigasi, @KemenkesRI dan bill gates punya kesamaan. Yaitu bukan latar belakang kesehatan. Kemarin di demo @BabehAldoAje135 masalah wolbachia, kemenkes nggak ada di kantor. Nggak mau diskusi publik. Ya itulah bobroknya pak lurah milih menteri yg salah",emang kayak gitu tim bill gates sama latar sehat kemarin demo wolbachia kemenkes nggak kantor nggak diskusi publik ya bobrok lurah milih menteri yg salah
1,Mengenal Metode Nyamuk Wolbachia Untuk Eliminasi Kasus Demam Berdarah Dengue https://t.co/NTwBjtI5CB,kenal metode nyamuk wolbachia eliminasi demam darah dengue
0,"@TedInvestigasi @BabehAldoAje135 Oi masalah nyamuk wolbachia gimana bang, masa' rakyat nya dikasih percobaan nyamuk. Lu aja @TedInvestigasi gw mah ogah dikasih nyamuk. Emang antek antek bill gates",oi nyamuk wolbachia gimana bang rakyat nya kasih coba nyamuk lu aja gw mah ogah kasih nyamuk emang antek antek bill gates
0,@megumi_akashi @tanyarlfes Tidak benar. Metode wolbachia yang digunakan di Indonesia tidak mengurangi populasi nyamuk.,metode wolbachia indonesia kurang populasi nyamuk
0,@DokterTifa Udah lah Dokter(?) Tifa. Mending urusin nyamuk wolbachia kamu yg bisa bikin orang jadi LGBT..🙈🤣#rada2#gila#sinting,udah dokter tifa mending urusin nyamuk wolbachia yg bikin orang lgbt
1,mengandung bakteri ini. AWED bertujuan untuk mengurangi penyebaran virus dengue dengan menginfeksi nyamuk Aedes aegypti jantan dengan Wolbachia. Hasil penelitian menunjukkan bahwa nyamuk yang terinfeksi Wolbachia memiliki kemampuan lebih rendah untuk,kandung bakteri awed tuju kurang sebar virus dengue infeksi nyamuk aedes aegypti jantan wolbachia hasil teliti nyamuk infeksi wolbachia milik mampu rendah
1,"Bagi serangga, wolbachia adalah pandemi. Bakteri ini menginfeksi hingga 76 persen serangga di seluruh dunia. Selain itu, wolbachia juga ditemukan dalam jumlah besar di arthropoda selain invertebrata. https://t.co/PBehUjC9ka",serangga wolbachia pandemi bakteri infeksi 76 persen serangga dunia wolbachia temu arthropoda invertebrata
0,Nyamuk wolbachia bill gates,nyamuk wolbachia bill gates
1,Nyamuk Wolbachia Disebut Dapat Menekan Kasus Demam Berdarah https://t.co/A262XH6cVU,nyamuk wolbachia tekan demam darah
0,@ultramenpilek Dikhawatirkan wolbachia nya bakal masuk ke tubuh manusia dan bakal ngasih efek yg sama meskipun belum ada penelitiannya gitu sih yg ku denger,khawatir wolbachia nya masuk tubuh manusia ngasih efek yg teliti gitu sih yg ku denger
1,"Ditambah dengan adanya penyakit cacar monyet (Monkeypox), Pneumonia, hingga “Nyamuk Wolbachia” yang disebut sebut sebagai penyembuh kasus demam berdarah.  #LaporSehat #Covid19 #Pneumonia #Monkeypox #Wolbachia https://t.co/Y7I5pzwaXV",tambah sakit cacar monyet monkeypox pneumonia nyamuk wolbachia sembuh demam darah
1,@leonhart0310 @DokterTifa Nyamuk wolbachia bukanlah rekayasa genetika.,nyamuk wolbachia rekayasa genetika
1,"Inisiatif Pengendalian Demam Berdarah di Indonesia dengan Teknologi, Begini Cara Kerja Wolbachia,  Selengkapnya klik link dibawah ini: https://t.co/xtxzRGrYLk",inisiatif kendali demam darah indonesia teknologi kerja wolbachia lengkap klik link bawah
1,"TVR 120 - Komisi IX DPR RI : Metode Wolbachia Solusi Atasi Endemik Dengue  Kota Bontang Kalimantan Timur, merupakan wilayah yang masuk dalam Pilot Project Metode Wolbachia   #TVRParlemen #livestreaming #breakingnews #DPRRI #TVR120 https://t.co/Od5J2W2Ads",tvr 120 komisi ix dpr ri metode wolbachia solusi atas endemik dengue kota bontang kalimantan timur wilayah masuk pilot project metode wolbachia
1,"Inisiatif Pengendalian Demam Berdarah di Indonesia dengan Teknologi, Begini Cara Kerja Wolbachia https://t.co/xoPuwbYidr",inisiatif kendali demam darah indonesia teknologi kerja wolbachia
1,Dosen Ubaya Beber Pengendalian DB Pakai Nyamuk Wolbachia. 👇  Sejumlah daerah di Indonesia mulai memanfaatkan nyamuk Wolbachia untuk mengendalikan penyakit demam berdarah. -- Ikuti kami di… https://t.co/Y9zeLLf2ld #PendidikanKesehatan #cegahdemamberdarah via @beritajatimcom,dosen ubaya beber kendali db pakai nyamuk wolbachia daerah indonesia manfaat nyamuk wolbachia kendali sakit demam darah ikut via
1,"Dosen Fakultas Teknobiologi Universitas Surabaya (Ubaya) menggungkapkan, nyamuk wolbachia aman bagi manusia, apabila tergigit. https://t.co/4tYx7EX6l2",dosen fakultas teknobiologi universitas surabaya ubaya menggungkapkan nyamuk wolbachia aman manusia gigit
1,TVR 120 - Komisi IX DPR RI : Masifkan Sosialisasi Metode Wolbachia  Kementerian Kesehatan telah menggunakan Metode Wolbachia sebagai inovasi untuk menurunkan angka demam berdarah di Indonesia.   #TVRParlemen #livestreaming #breakingnews #DPRRI #TVR120 https://t.co/lGFZRHn4mH,tvr 120 komisi ix dpr ri masif sosialisasi metode wolbachia menteri sehat metode wolbachia inovasi turun angka demam darah indonesia
0,"@StopPlandemit Iya mak. LGBT di dunia nyamuk. Dan kemumgkinan juga kalo sperti penjelasan telur wolbachia masuk darah manusia, jika bisa adaptasi ya bisa mengifeksi manusia. Bisa2 manusia bisa jadi LGBT juga, takutnya gitu. Ada itu di podcast dr Richard sama Dr Tifa.",iya mak lgbt dunia nyamuk kemumgkinan kalo sperti jelas telur wolbachia masuk darah manusia adaptasi ya mengifeksi manusia bisa2 manusia lgbt takut gitu podcast dr richard dr tifa
0,@StopPlandemit Infonya wolbachia menyebabkan jadi LGBT. Bahaya banget anjirr,info wolbachia sebab lgbt bahaya banget anjirr
