Status,full_text
Fact,"Lepas Nyamuk Wolbachia, Kini Yogya Catatkan Rekor Terendah DBD  https://t.co/2lmOEd63Yb"
Fact,"Tekan Kasus DBD, Dinkes Bandung Pastikan Program Nyamuk Wolbachia Aman https://t.co/s6RStRACv9"
Fact,"Bisa Turunkan Kasus DBD di Indonesia, Bagaimana Cara Kerja Nyamuk Wolbachia?  https://t.co/d1UBi5MbNh"
Fact,"Penyebaran Nyamuk Wolbachia Sudah Dilakukan di Yogyakarta, Mengapa DBD Masih Ada? https://t.co/aEJReFxwbb"
Fact,"Metode Nyamuk Wolbachia Upaya Pemkot Bandung Kurangi Kasus DBD, Kadinkes: Di Yogya Tingkat DBD Turun 70 Persen https://t.co/v0zNVkIpLg"
Fact,Dinkes Kota Bandung Harap Masyarakat Tak Khawatir Soal Program Wolbachia untu Atasi DBD https://t.co/g8dSO54Z96
Fact,"@Violayel @TedInvestigasi Sukses dari mana, mbake mase? Kasus DBD masih tinggi di beberapa wilayah, bahkan kasus DBD di Indonesia salah satu tertinggi di Asia. 3M dan PSN tetap jalan tapi metode wolbachia melengkapi. PSN bisa mengurangi populasi nyamuk, fogging bahaya bagi lingkungan dan manusia."
Fact,Kemenkes Targetkan Sebar Nyamuk Wolbachia untuk Berantas DBD Secara Nasional  Kemenkes RI telah menyebar nyamuk wolbachia di 5 kota demi menekan penyakit demam berdarah dengue. Ini rencana Kemenkes ke depannya:   &gt &gt  https://t.co/FVLGnpqICN  #detikHealth
Fact,Warga Diminta Tak Cuma Berharap pada Wolbachia untuk Cegah DBD https://t.co/U59DhocXEr
Fact,Pemkot Bandung Terapkan Program Inovatif Nyamuk Wolbachia Kurangi Kasus DBD  https://t.co/eItkc2BkFU
Fact,"[HOAKS] Beredar video di media sosial TikTok, dalam video tersebut menyebutkan bahwa inovasi Wolbachia yang bertujuan untuk pengendalian wabah penyakit Demam Berdarah Dengue (DBD).  #TolakHoaksKominfoDIY #BeritaHoaks #Setitiatiati #JogjaIstimewa https://t.co/VgFWS7EsTv"
Fact,Pemkot Bandung Klaim Program Nyamuk Wolbachia Aman untuk Tekan Kasus DBD https://t.co/bGfZB5uj3k
Fact,Dinkes Kota Yogyakarta disebut mencatat kasus rekor demam berdarah dengue (DBD) terendah sepanjang sejarah pada tahun 2023 usai melepas nyamuk wolbachia. https://t.co/8XA1GRWdwI
Fact,"You cannot find a new land with an old map. Nyamuk Wolbachia, nyamuk DBD yg diinfeksi bakteri Wolbachia, biasanya jantan dan membuat betina tdk bertelur, sehingga scr alami membuat kasus DBD turun. Yogya sdh memulai yg lain menyusul. Tentu dg segala perbaikannya. https://t.co/htncrakhHE"
Fake,@Uncle_Gober324 Nyamuk yang mengandung virus WOLBACHIA ini bertujuan untuk menciptakan pandemi baru. Efektivitas terhadap penurunan DBD itu sangat rendah.   Jadi narasi menekan DBD  hanya untuk kamuflase. Padahal WOLBACHIA sendiri yg menjadi masalah .
Fake,"@Flyingfighter27 U malaria mmg cocok minum paitan.  U DBD &amp  Wolbachia blm tentu paps ...   Tp bukan nyamuknya yg kita waspadai, tapi bakteri wolbachianya &amp  kemungkinan bakteri lain yang tdk di-declare oleh tim nya BG ."
Fact,"60 Ribu Nyamuk Wolbachia Disebar di Bandung, Masyarakat Justru Dibikin Takut Meski untuk Tekan DBD https://t.co/qK01IF6n4E"
Fact,"Manfaat Inovasi Wolbachia, Mampu Pangkas Biaya Penanganan DBD hingga Rp9 Miliar https://t.co/sU4eKBEeJL"
Fact,"Pemkot Bandung Upayakan Pencegahan DBD Lewat Wolbachia, Apakah itu? Simak di Sini Penjelasannya! https://t.co/LkcvEfmZ1D"
Fact,"Kadinkes Jabar: Tidak Ada Rekayasa Genetika, Penerapan Bakteri Wolbachia  untuk Memutus Rantai Penularan DBD https://t.co/ENylSBCdh2"
Fact,"Nyamuk Wolbachia belakangan marak menjadi sorotan publik, lantaran disebut-sebut ampuh mengatasi kasus DBD di Indonesia. Memang seperti apa sih cara kerjanya?  https://t.co/LpNHr7voLH"
Fact,"Wolbachia tekan anggaran penanganan DBD, termasuk tak lagi mengandalkan fogging. https://t.co/bLaO7f4pxM"
Fact,"Heboh Nyamuk Wolbachia, Heru Budi Minta Dinkes DKI Beri Penjelasan  Penjabat (Pj) Gubernur DKI Jakarta Heru Budi Hartono meminta agar Dinas Kesehatan memberikan penjelasan tentang nyamuk Wolbachia yang bisa kendalikan DBD.  &gt &gt  https://t.co/kDtjkF0Nl2  #detikcom"
Fact,"Nyamuk Wolbachia belakangan marak menjadi sorotan publik, lantaran disebut-sebut ampuh mengatasi kasus DBD di Indonesia. Memang seperti apa sih cara kerjanya?  metodenya seperti itu bagus dong, tapi malah ada dokter mantan napi, jadi kompor mledug🥸 https://t.co/S94OuqqEST"
Fact,"Banyak nyamuk di rumahku? Siapa takut 😎🦟  Meskipun nyamuk Wolbachia ada di sekitarmu, kamu tetap sehat dan terbebas dari DBD.  'Nyamuk baik' Wolbachia terbukti aman dan ampuh menurunkan kasus demam berdarah.  Ayo wujudkan Indonesia bebas dengue dengan Wolbachia https://t.co/UzXVzii1bh"
Fact,IDI Kota Semarang Lakukan Sosialisasi Penggunaan Bakteri Wolbachia untuk Tekan Angka DBD  https://t.co/GzaFgNdTkn
Fact,"Tekan DBD, Kemenkes Kembangbiakkan 600 Ribu Telur Nyamuk Wolbachia di Bandung https://t.co/OTVY4aaHCx"
Fact,"Simak , 3 Fakta Nyamuk Wolbachia Mampu Mencegah DBD https://t.co/OiQmyzfiA1"
Fact,"KELIRU, Pemberantasan Demam Berdarah Dengue dengan Metode Wolbachia adalah Upaya Genosida #Wolbachia #DemamBerdarah #DBD #cekfakta #cekfaktatempo  https://t.co/OLCHOJFGa4"
Fact,Wolbachia dan Era Baru Melawan DBD : Tinnjauan atas Inovasi dan Tantangannya di Indonesia https://t.co/UPO9Ya2Gq9
Fact,"Lantas, bagaimana fakta dan riset menurut para peniliti terkait penggunaan teknologi wolbachia untuk mengendalikan DBD ini? Simak pada artikel di bawah ya! 😉  https://t.co/lR3ggdIWll"
Fact,"Meski teknologi wolbachia ini diklaim dapat menekan kasus DBD di Indonesia dan sudah ada risetnya sejak 2011, tak sedikit masyarakat yang juga takut akan dampak risikonya terhadap kesehatan. Bahkan ada juga beberapa pihak yang mengklaim bahwa teknologi wolbachia ini dibuat dengan…"
Fact,"Joko Basuki: Sebelum Nyamuk Wolbachia Disebar, Petakan Dulu Kawasan Rawan DBD https://t.co/jRAvygCil5"
Fact,Kementerian Kesehatan RI (Kemenkes) berencana menggunakan teknologi wolbachia untuk mengendalikan DBD di Indonesia. detikers setuju atau tidak nih? Polling di bawah yuk! ⬇️
Fact,"@SantiOktapiant1 @Muhammad_Saewad @MetroTVNewsRoom @KickAndyShow Betul sekali kak, nyamuk ini dnanya udah disubtitusikan dgn bakteri wolbachia yg bisa menurunkan angka prnyebaran virus dbd."
Fact,"Dinkes DKI: Teruji Efektif, Pelepasan Nyamuk Wolbachia untuk Tekan DBD Perlu Didukung https://t.co/lEY8Bh9LiL"
Fact,"Pemerintah telah menerapkan inovasi teknologi Wolbachia untuk menekan penyebaran DBD di Indonesia  Selain di Indonesia, pemanfaatan Wolbachia juga telah dilakukan di beberapa negara lain dan hasilnya terbukti efektif untuk pencegahan kasus DBD https://t.co/KvdafnD6Hj"
Fact,IDI Kota Semarang: Nyamuk Wolbachia Efektif Turunkan DBD - https://t.co/15PfqxZ91z | Panduan Informasi dan Inspirasi https://t.co/peXz7Scnra
Fact,"Nyamuk Wolbachia Gentayangan, Yogya Catat Rekor Kasus DBD Terendah https://t.co/5wHXbXjKFO"
Fake,"@SyarifudinHmad @AlexirwanI @tamim_pardede Yg kena DBD sjk brdekade lalu jutaan, yg tewas minimmmmm!  Mari kita lihat bakal brp banyak yg tewas gara2 japan enchepalitis atau pnyakit2 lain ekses dr wolbachia!  Bs dilihat, mana yg besar, manfaat atau mudharat, walau saat ini pun bs diprtnykn apa urgensi utk turunkan DBD?!"
Fact,banyak dbd ya disana? mangkanya dimasukin wolbachia buat senjata biologis aedes
Fact,@tanyakanrl Justru nyamuk bionik wolbachia gunanya buat menekan populasi nyamuk aedes aegypti yg menyebarkan dbd.
Fact,"[Topik Pilihan] Kompasianer, sudah dengar tentang Wolbachia, inovasi yang bisa mencegah kasus DBD? Bagaimana pendapatmu mengenai penggunaan inovasi ini di Indonesia?  https://t.co/qwmAmduSyS"
Fact,"Tegaskan Wolbachia di Jogja Terbukti Ampuh Tangkal DBD, Dinkes: 2023 Hanya 85 Kasus DBD https://t.co/F8gqwwez1w #beritajogja #jogja #jogjaistimewa https://t.co/8nWna8itAy"
Fact,"Belum tidur nih Teman Alinea?  Hati2 digigit nyamuk demam berdarah ya. Tapi, sekarang dikembangkan teknologi ngelawan DBD oleh @WMPglobal lho, pake bakteri Wolbachia. Kayak apa tuh? Cek di sini: #Alinea #Kesehatan #Penyakit #Demamberdarah #DBD #Wolbachia https://t.co/yGyqEWsA1D"
Fact,"@Muhammad_Saewad Jangan termakan hoaks coba cari info tentang nyamuk wolbachia ini di google, pernah nonton di @MetroTVNewsRoom acara @KickAndyShow tamunya seorang ibu profesor dari UGM kalau ga salah, peneliti nyamuk wolbachia ini, ini nyamuk baik untuk memberantas DBD https://t.co/fh3uobT8XI"
Fact,Mengapa bisa demikian ya? Saksikan video selengkapnya hingga usai ya.  #ugm #fkkmkugm #tropmed #tropmedugm #tropmedask #arbovirus #dengue #wolbachia #DBD #DemamBerdarah #WolbachiaNyamukBaik https://t.co/6q5BIhg0FV
Fact,"Pengendalian kasus DBD dilakukan melalui berbagai cara. Di Semarang, hal itu dilakukan dengan cara beternak nyamuk ”Wolbachia”. Selain itu, pemberantasan sarang nyamuk dan pemeriksaan jentik nyamuk juga rutin dilakukan. #Kesehatan #AdadiKompas   https://t.co/Nl9mFqkHa3"
Fact,Mekanisme Nyamuk Wolbachia yang Disebut Bisa Mengerem Kasus DBD https://t.co/9GuHWjz2m5 #TempoGaya
Fact,"Kasus DBD Paling Rendah, Nyamuk Wolbachia Tidak Disebar di Tabalong https://t.co/EsButUGovg"
Fact,Fakta nyamuk Wolbachia yang perlu kamu tau biar gak panik: 1. Nyamuk itu mengandung bakteri Wolbachia yang bisa memerangi virus dengue penyebab DBD 2. Nyamuk itu akan menurunkan bakteri yang sama ke keturunannya 3. Nyamuk itu gak akan menginfeksi bakteri ke kita
Fact,"Tak Cukup dengan Nyamuk Wolbachia, Ini 7 Cara untuk Cegah DBD https://t.co/yH4smaKUt3"
Fact,Yogyakarta Catat Kasus DBD Terendah Sejak Inovasi Nyamuk ber-Wolbachia  #Wolbachia #NyamukWolbachia #KasusDBDYogyakarta  https://t.co/Fvf7VqEAvv
Fact,@asamjawa_exe @nirwasita_arya @txtdaribandung Sejauh ini belum ada keluhan. Wolbachia itu udah digunakan oleh beberapa wilayah di DIY dalam beberapa tahun terakhir. Dan hasilnya bisa menekan angka DBD di wilayah tersebut.
Fact,Teknologi Wolbachia yang telah diterapkan di DIY Yogyakarta mulai menunjukkan hasil yang positif dengan turunnya kasus DBD https://t.co/kWvPoyoYcp
Fact,"Nyamuk Wolbachia Gentayangan, Yogya Catat Rekor Kasus DBD Terendah https://t.co/DgQwp5Y4hp"
Fact,Bagaimana ceritanya Teknologi Nyamuk Wolbachia bisa menekan 77 Persen kasus DBD di Yogyakarta?  Apakah teknologi ini ada risikonya?   Penjelasannya ada di artikel ini.   #NyamukWolbachia #DBD #Teknologi  https://t.co/ElGCHCl4iz
Fact,"Viral soal kekhawatiran yang menyebut pengendalian Demam Berdarah Dengue (DBD) dengan menyebar jutaan telur nyamuk wolbachia bisa berbahaya! 🦟😱Eits, Kemenkes meyakinkan masyarakat bahwa metode ini sudah teruji, kok.⁣⁣ Gimana ya cara kerjanya? 🤔 https://t.co/gXyho3XAgG"
Fact,"Baru2 ini, penggunaan bakteri Wolbachia untuk melawan DBD menimbulkan polemik. Namun, di Kota Jogja, penggunaan Wolbachia terbukti mampu menurunkan jumlah kasus DBD, dari 1.705 kasus pada 2016 menjadi 67 kasus tahun ini.  https://t.co/z2wcp4hrIq"
Fact,5. [HOAKS] Menko Marves Luhut Binsar Pandjaitan Buka Suara ttg Skenario Pilpres 2024 https://t.co/OVwPnnYIpG  6. [HOAKS] Inovasi Wolbachia yg Bertujuan utk Pengendalian Wabah Penyakit DBD https://t.co/O6pymQuQnS  DirJen Aptika KemKominfo RI @aduankonten https://t.co/QKjEyF3aRB
Fact,"#NyamukWolbachia #dbd  #aedesaegypti #Kemenkes #Jentik  Proses Kerja Wolbachia pada Nyamuk, Inovasi Baru yang Tuai Pro Kontra Warga +62 https://t.co/wWIMd3zLnt"
Fact,Peneliti UGM Pastikan Penyebaran Nyamuk Wolbachia Kurangi 86% Rawat Inap Pasien DBD https://t.co/fakzVmkRbi
Fake,"Sikap sembunyi sembunyi dan nyaris tanpa sosialisasi yg memadai, penyebaran nyamuk wolbachia dicurigai pertama tama bukan utk pengendalian Dbd tp ada maksud lain, cuan misalnya..😠🤔😢"
Fact,Nyamuk Wolbachia Diharap Mampu Kurangi Wabah DBD  https://t.co/E88TZWSgvN
Fact,"@riniagustina11 Seingat saya ini udah lama penelitiannya dan teruji kalau nyamuk yg bawa wolbachia efektif menekan penyebaran virus yg dibawa nyamuk lain, seperti DBD dan zika. Ngelepas spesies khusus gini evaluasinya ribet. Jadi kalau sampe bisa implementasi, saya yakin studinya udah lengkap"
Fact,"Nyamuk Wolbachia Mahakarya Bill Gates Sebagai Pembasmi DBD, Uji Coba Berhasil di Yogyakarta  https://t.co/s46exOcSVe https://t.co/SGESbeNdGY"
Fake,@Imperfect_Yy503 Knp harus Dengan nyamuk Wolbachia kalau penanganan DBD sudah bisa dikendalikan jng tertipu dengan Dajjal yg namanya nyamuk ttp aja ganggu aktivitas manusia
Fact,"Nyamuk Wolbachia, Inovasi Baru yang Mampu Cegah DBD? https://t.co/Ue5v9WW1Tu"
Fact,"Satu Dasawarsa Adopsi Nyamuk Wolbachia, Angka DBD Yogyakarta Disebut Turun Drastis https://t.co/3Q5WwAMKD5 #TempoTekno"
Fact,Wolbachia: Harapan Baru Pencegahan DBD di Indonesia https://t.co/u8aTzXE9cc
Fact,Penggunaan nyamuk wolbachia untuk mencegah penyakit DBD disebut bakal dimulai di daerah Jakarta Barat pada Desember mendatang. Seperti apa metodenya? https://t.co/3YwiDuzuBD
Fact,"Hasil dari penyebaran nyamuk wolbachia sejak 2016, menurunkan insidensi DBD sebanyak 77 persen dan menurunkan risiko rawat inap sebanyak 86 persen. https://t.co/k9VEUeusG6"
Fact,"Wolbachia Turunkan Kasus DBD di Yogyakarta, Terendah selama 10 tahun https://t.co/HS0Hi5kQDG"
Fact,8 Fakta Nyamuk Wolbachia Bill Gates yang Diklaim Bisa Turunkan Kasus DBD https://t.co/6gO0tgZ2aZ #TempoTekno
Fact,"Delapan Tahun Lepas Nyamuk Ber-#Wolbachia, Kota Yogyakarta Catatkan Rekor Kasus DBD Terendah Sepanjang Sejarah: Kota Yogyakarta menjadi kota pertama di Indonesia yang mengimplementasikan teknologi nyamuk ber-#Wolbachia dalam pengendalian demam berdarah… https://t.co/lEXio84irG https://t.co/jb4NVrWgs3"
Fake,"Tekan Kasus DBD, Nyamuk Wolbachia Tidak Hanya Menghisap Darah https://t.co/Pzot677F01"
Fact,"Warga Ujungberung sudah tau belum Kalo pemerintah ada program ternak nyamuk Wolbachia di Kecamatan Ujungberung.  Niatnya bagus, yakni until memberantas penyebaran nyamuk DBD  Tapi ada beberapa kontroversi, bahwa nyamuk ini dapat mengganggu keseimbangan ekosistem  #ujungberung https://t.co/CEHBzVfw5a"
Fact,Pelepasan nyamuk Wolbachia sudah masuk ke dalam salah satu strategi penanganan kasus demam berdarah dengue atau DBD di Indonesia. https://t.co/vFVHp49CGG
Fact,"Jawa Barat Gunakan Metode Wolbachia Cegah DBD, Bey Machmudin: Sudah Diuji https://t.co/B28W9VYkfh"
Fact,"Inovasi wolbachia diharapkan dapat menekan penularan DBD. Berdasarkan riset yang ada, ilmuwan UGM mengklaim risiko intervensi wolbachia 'dapat diabaikan'. https://t.co/GsCXj8qInw"
Fact,"Sebar di 5 Kota, Kemenkes Klaim Nyamuk Wolbachia Mampu Tekan Kasus DBD https://t.co/DEjfqbM2iz"
Fact,"Cara Kerja Nyamuk Wolbachia yang Diklaim Bisa Atasi DBD, Gak Bahaya Ta?  https://t.co/EzqpXeECpu"
Fact,IDI Kota Semarang: Nyamuk Wolbachia Efektif Turunkan DBD https://t.co/eSiLfEpfij https://t.co/1BKRdUCPI3
Fact,Kemenkes Terapkan Inovasi Teknologi Wolbachia untuk Turunkan Penyebaran DBD | https://t.co/xqGrjAIh8e
Fake,Silakan baca. Wolbachia di Singapura ternyata tidak menurunkan jumlah infeksi DBD!
Fact,Penambahan Wolbachia ini bertujuan untuk mengurangi kemampuan nyamuk tersebut untuk menyebarkan virus demam berdarah. #layarnews #referensi #berita #news #dbd #nyamukdbd #nyamukwolbachia https://t.co/rerbdBMbCp
Fact,"bahwa penyebaran Nyamuk Wolbachia ini bukanlah solusi akhir untuk mengatasi DBD. Meskipun dapat mengurangi populasi nyamuk Aedes aegypti yang menyebarkan virus DBD, tetapi tetap diperlukan upaya pencegahan lainnya seperti pengendalian vektor dan kesadaran"
Fact,"Mengenal Nyamuk Wolbachia, Nyamuk yang Diklaim Pengendali DBD https://t.co/ygVzkADdHd lewat @sekbernews https://t.co/HDCswAlp2Q"
Fact,"Antara tahun 2018 dan 2021, “World Mosquito Program” telah melepaskan Nyamuk Wolbachia di Sri Lanka.  Hasil pada tahun 2023: 💥Peningkatan💥 kasus DBD sebanyak 3 kali lipat.  Rincian dalam artikel: https://t.co/xeYaLxFqxI"
Fact,Cara Kerja Nyamuk Wolbachia Hambat Sebaran DBD https://t.co/rus9i8bTJM
Fact,"Penyebaran nyamuk Wolbachia digunakan untuk mengendalikan kasus DBD. Setelah penyebarannya di wilayah Jogja, belum ditemukan dampak negatif. Lantas, mengapa Bali masih menolak nyamuk Wolbachia?  https://t.co/eok0YjAPOr"
Fact,"Ada banyak hoaks terkait teknologi nyamuk wolbachia. Meski sebenarnya untuk mengendalikan DBD, ada narasi yang mengaitkannya dengan LGBT dan misi Bill Gates.  https://t.co/RoE1jdbZpg"
Fact,"Nyamuk Wolbachia Dinarasikan Misi Bill Gates Sebar Gen LGBT, Ilmuwan Pastikan Hoax!  Ada banyak hoaks terkait teknologi nyamuk wolbachia. Meski sebenarnya untuk mengendalikan DBD, ada narasi yang mengaitkannya dengan LGBT.  &gt &gt  https://t.co/uwewDrwMlj  #detikhealth"
Fact,Kontroversi Penggunaan Wolbachia di Indonesia untuk Perangi DBD https://t.co/1JULCWsb1o
Fact,Inovasi Kemenkes menyebar nyamuk Wolbachia di lima kota adalah langkah proaktif dalam penanggulangan DBD. Penggunaan Wolbachia tanpa rekayasa genetik pada nyamuk menunjukkan pendekatan ramah lingkungan. Harapan penurunan kasus DBD dapat terwujud dengan efektivitas teknologi ini. https://t.co/sGHLLVjXxG
Fact,"Bukan Hanya Indonesia, 13 Negara Ini Pakai Wolbachia untuk Perangi DBD https://t.co/rmZ1F1DKNU"
Fact,"Digigit Nyamuk Wolbachia Vs Nyamuk Biasa, Bentolnya Berbeda? Ini Kata Peneliti  Heboh pelepasan nyamuk ber-wolbachia untuk menangkal demam berdarah dengue (DBD). Seperti apa sih efek samping gigitan nyamuk ber-wolbachia? Ini jawabannya.  &gt &gt  https://t.co/AYboHISo9O  #detikhealth"
Fact,"Memasuki musim penghujan Kementerian Kesehatan akan melakukan pencegahan dan pengurangan penyebaran demam berdarah dengue (DBD), dengan menyebarkan telur nyamuk wolbachia. https://t.co/nltS9ZCmBB"
Fact,Kementerian Kesehatan menerapkan inovasi teknologi wolbachia untuk menurunkan penyebaran Demam Berdarah Dengue (DBD) di Indonesia. https://t.co/G0YTz7P6Yb
Fact,"Mengenal Wolbachia, Bakteri yang Mampu Menekan Penyebaran DBD https://t.co/hsuNbWjlyd"
Fact,"Dalam beberapa waktu belakangan, marak informasi tentang pro kontra penggunaan inovasi teknologi nyamuk wolbachia di Indonesia. Padahal, inovasi yang satu ini telah disetujui oleh Kementerian Kesehatan untuk menurunkan penyebaran Demam Berdarah Dengue (DBD). ___ #vivacoid #dbd https://t.co/hay7tve5p7"
Fact,"Menanggapi kekhawatiran nyamuk wolbachia bisa berbahaya, Kemenkes meyakinkan masyarakat bahwa metode ini sudah teruji menurunkan kasus DBD. https://t.co/akNAR7BnEZ"
Fact,Kemenkes Tebar Nyamuk Wolbachia di 5 Kota untuk Lawan DBD  Kementerian Kesehatan RI (Kemenkes) melakukan pilot project penanggulangan demam berdarah dengue (DBD) dengan nyamuk wolbachia di lima kota.  &gt &gt https://t.co/9YInUgB1xn  via  @detikHealth
Fact,"Gaduh Nyamuk Wolbachia untuk Tangkal DBD, PB IDI Angkat Bicara  Pelepasan nyamuk wolbachia belakangan memicu kegaduhan. Banyak informasi simpang siur yang memicu kekhawatiran masyarakat. Ikatan Dokter Indonesia buka suara.  &gt &gt  https://t.co/EiZIJ1JSeW  #detikhealth"
Fact,"Viral Nyamuk Wolbachia, Apa Itu? Disebut Bisa Lawan DBD, Ini Faktanya!  https://t.co/x2MLPBnIlt  Editor : jabar ekspres / Atep Hilmansyah #jabarekspres #Viral #Demamberdarah #Kesehatan #nyamukWolbachia"
Fact,"Riset Nyamuk Wolbachia RI Sudah Sejak 2011, Ini Tahapan dan Hasilnya  Riset inovasi teknologi wolbachia di Indonesia ternyata sudah ada sejak dari 2011 untuk memberantas demam berdarah dengue (DBD). Begini tahapan lengkapnya.  &gt &gt  https://t.co/mpUNgUFjEG  via @detikHealth"
Fact,Riset inovasi teknologi wolbachia di Indonesia ternyata sudah ada sejak dari 2011 untuk memberantas demam berdarah dengue (DBD). Begini tahapan lengkapnya.  https://t.co/W9bWvrY3TG
Fact,Begini Cara Nyamuk Wolbachia Bekerja untuk Atasi DBD  https://t.co/d9J4Gmdb9I
Fact,Begini Cara Nyamuk Wolbachia Bekerja untuk Atasi DBD  https://t.co/jEufU9p83W
Fact,Rahmad Dorong Masifkan Sosialisasi Manfaat Bakteri Wolbachia Untuk Pencegahan DBD https://t.co/gzzjSAbUzt
Fact,"Tengah Disorot karena akan Dilepaskan, Ini Dia Nyamuk Wolbachia yang Dinilai Mampu Basmi DBD    https://t.co/pA23vmmiyB"
Fact,Fakta-Fakta Nyamuk Wolbachia Penumpas DBD yang Disebar di 5 Kota https://t.co/31GycV4Z64
Fact,"Viral Nyamuk Wolbachia, Apa Itu? Disebut Bisa Lawan DBD, Ini Faktanya!  https://t.co/mwrxP1Jdrr  #radarjabar #viral #NyamukWolbachia #DBD #Bakteri #Selasa"
Fact,Infografis Heboh Pelepasan Nyamuk Wolbachia Tekan Kasus DBD https://t.co/v9EUAucb32
Fact,Kementerian Kesehatan RI (Kemenkes) melakukan pilot project penanggulangan demam berdarah dengue (DBD) dengan nyamuk wolbachia di lima kota. https://t.co/RFO0CAJR0N
Fact,bahwa penyebaran Nyamuk Wolbachia bukanlah satu-satunya solusi mengatasi DBD. Peran masyarakat dalam menjaga kebersihan lingkungan dan menghindari genangan air menjadi faktor penting dalam pencegahan penyakit ini. Mari kita semua bekerja sama untuk
Fact,"Nyamuk Wolbachia, Harapan Indonesia Perangi Demam Berdarah  #DBD #nyamuk #wolbachia #Aedesaegypti https://t.co/lb2ZOsPs9D"
Fake,"Ilmuwan menyebut inovasi teknologi wolbachia tak hanya menurunkan penyebaran penyakit DBD, tetapi juga berdampak pada penyakit zika hingga chikungunya. https://t.co/BCwl3saYT2"
Fact,"3 Fakta soal Nyamuk dengan Bakteri Wolbachia, Benarkah Bisa Mencegah Penyebaran DBD? https://t.co/WyHh8IPVSx"
Fact,"Metode memberantas DBD dengan menyebarkan nyamuk wolbachia ditentang sejumlah kalangan. Mungkin tak banyak yang tahu, ada ilmuwan Indonesia di balik wolbachia. https://t.co/5nmRgzXBUf"
Fact,"Mengenal Nyamuk Wolbachia, Efektif Perangi DBD? https://t.co/A4Q7sn7vaF"
Fact,"HEADLINE: Heboh Pelepasan Nyamuk Wolbachia Tekan Kasus DBD, Sosialisasinya? https://t.co/t7mnbAp7Lq"
Fact,Kemenkes Tegaskan Tidak Ada Rekayasa Genetika dalam Teknologi Wolbachia  #wolbachia #dbd @KemenkesRI  https://t.co/ktUnGzdk9a
Fact,"HEADLINE: Heboh Pelepasan Nyamuk Wolbachia Tekan Kasus DBD, Sosialisasinya? https://t.co/YPEwQXquhe"
Fact,"Bill Gates, sosok yang mensponsori penggunaan nyamuk wolbachia untuk memberantas DBD di Indonesia tampaknya harus bekerja lebih keras meyakinkan masyarakat. https://t.co/TjPKKwHrVQ"
Fact,Cara Kerja Nyamuk Wolbachia Atasi Penyebaran DBD https://t.co/Ugquxuo1Zz
Fact,"Baru-baru ini dunia kesehatan Tanah Air dibuat heboh oleh nyamuk wolbachia yang disebut-sebut efektif untuk menurunkan penyebaran kasus demam berdarah dengue (DBD). Meski begitu, penggunaan nyamuk wolbachia di Indonesia menuai banyak pro dan kontra. https://t.co/pqKG2obb1h https://t.co/CZS9qAWtIp"
Fact,"Nyamuk wolbachia disebut ampuh menekan DBD di RI. Belakangan muncul narasi yang menyebut, metode ini bisa memunculkan wabah penyakit baru. Begini kata peneliti. https://t.co/hf0iTn8J92"
Fact,"Di indonesia sendiri, Nyamuk Wolbachia telah disebar di Yogyakarta, setlah diteliti, ternyata hasilnya mengejutkan, Kasus DBD turun sampai 77 persen. Tahun ini akan disebar di Bali, hal itu pun sdh disetujui oleh PJ. Gubernur Bali. Walaupun banyak kontroversi. . . https://t.co/LryuoLE6oO"
Fact,"Berawal dari proyek yg dikembangkan World Mosquito Program (WMP) yaitu perusahaan milik Monash University. Sebenarnya nyamuk Wolbachia diperuntukkan untuk menurukan penyebaran nyamuk DBD, Demam kuning &amp  chikungunya. . . https://t.co/SnZ46y7KTr"
Fact,Kemenkes Klaim Nyamuk dengan Wolbachia 77% Efektif Lawan DBD https://t.co/11kqxvEJ7B
Fact,"Simak liputan edisi pertama langsung dr UGM Yogyakarta, tempat ternak nyamuk baik wolbachia yg terbukti efektif jangka panjang (sdh terpublikasi jurnal internasional) dpt menurunkan 80-90% angka kesakitan, perawatan rmh sakit, dan penggunaan fogging pd DBD https://t.co/C6L1q1jVh5"
Fact,"Kemenkes Sebar Nyamuk Wolbachia di 5 Kota, Dinilai Efektif Lawan DBD https://t.co/N3hMrODd66"
Fact,"Jangan Panik, Gigitan Nyamuk Wolbachia Memang Bikin Bentol tapi Tak Tularkan Virus DBD https://t.co/RvWHND5ALm"
Fact,Peneliti UGM Sebut Nyamuk Wolbachia Efektif Tekan Angka DBD https://t.co/A7XWLCwdyS
Fact,"Jadi jelas ya, pengembangan nyamuk wolbachia dilakukan dengan tujuan baik yakni menekan DBD   Mengenai pro &amp  kontra yg berkembang soal rekayasa genetika pada nyamuk wolbachia   Dipastikan tidak benar ❌  Sebab, semua prosesnya dilakukan secara alami &amp  tanpa manipulasi https://t.co/qkCOPw9JGN"
Fact,"Saat ini, penyebaran nyamuk wolbachia untuk mencegah DBD telah dilakukan di beberapa negara &amp  terbukti efektif   Di Indonesia, penyebaran nyamuk wolbachia diterapkan di 5 kab/kota, salah satunya Yogyakarta  Bagaimana hasilnya?   📌 77% kasus DBD dan 86% perawatan di RS turun ✨ https://t.co/9QWGIjHV4B"
Fact,@hasnazilann gabakal dbd kan ada wolbachia
Fact,"Berdasarkan penelitian, jika nyamuk berbakteri Wolbachia kawin dengan nyamuk Aedes Aegypti, maka bakteri tersebut dapat menekan virus dengue penyebab DBD https://t.co/i7TlO5scmj"
