id_text,Status,cleaned_text_x,tweet_url,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,cleaned_text_y
647,Fact,diklaim qabill qates dg teknologi wolbachia pada nyamuk ini mampu mengurangi dampak dbd yg dibawa hingga 77%  sebagian ahli kesehatan ada kontra bahwa penerapan utk penggunaan ke massa sop nya tidak transparan  bersambung ⬇️,https://twitter.com/321bawut/status/1724433670855901667,Tue Nov 14 14:26:40 +0000 2023,1724433670855901667,Diklaim qabill qates dg teknologi Wolbachia pada nyamuk ini mampu mengurangi dampak DBD yg dibawa hingga 77%  Sebagian ahli kesehatan ada kontra bahwa penerapan utk penggunaan ke massa SOP nya tidak transparan  Bersambung ⬇️,0,1,0,0,in,937122570,1724433670855901667,321bawut,diklaim qabill qates dg teknologi wolbachia pada nyamuk ini mampu mengurangi dampak dbd yg dibawa hingga 77%  sebagian ahli kesehatan ada kontra bahwa penerapan utk penggunaan ke massa sop nya tidak transparan  bersambung ⬇️
648,Unverified,"dengan implementasi yang lebih luas, diharapkan teknologi wolbachia semakin menurunkan kasus dbd di indonesia.",https://twitter.com/KalselDaily/status/1724380793487892619,Tue Nov 14 10:56:33 +0000 2023,1724380793487892619,"Dengan implementasi yang lebih luas, diharapkan teknologi Wolbachia semakin menurunkan kasus DBD di Indonesia.   #DBD #TeknologiWolbachia #KementerianKesehatan #Indonesia",0,0,0,0,in,1724109767805931520,1724380782515675274,KalselDaily,"dengan implementasi yang lebih luas, diharapkan teknologi wolbachia semakin menurunkan kasus dbd di indonesia."
649,Fact,"wolbachia adalah bakteri yang hidup dalam tubuh nyamuk aedes aegypti. bakteri ini dapat melumpuhkan virus dengue dalam tubuh nyamuk, sehingga virus dengue tidak dapat menular ke manusia.  wolbachia terbukti efektif dalam mengendalikan dbd di berbagai negara, termasuk indonesia.",https://twitter.com/KalselDaily/status/1724380785686593603,Tue Nov 14 10:56:31 +0000 2023,1724380785686593603,"Wolbachia adalah bakteri yang hidup dalam tubuh nyamuk Aedes aegypti. Bakteri ini dapat melumpuhkan virus dengue dalam tubuh nyamuk, sehingga virus dengue tidak dapat menular ke manusia.  Wolbachia terbukti efektif dalam mengendalikan DBD di berbagai negara, termasuk Indonesia.",0,1,0,0,in,1724109767805931520,1724380782515675274,KalselDaily,"wolbachia adalah bakteri yang hidup dalam tubuh nyamuk aedes aegypti. bakteri ini dapat melumpuhkan virus dengue dalam tubuh nyamuk, sehingga virus dengue tidak dapat menular ke manusia.  wolbachia terbukti efektif dalam mengendalikan dbd di berbagai negara, termasuk indonesia."
650,Fact,"dinas kesehatan kotaku malah udah bikin program nyamuk wolbachia ini bli, katanya buat mencegah dbd",https://twitter.com/lalaaalaila_/status/1724366059183153349,Tue Nov 14 09:58:00 +0000 2023,1724366059183153349,"@DeningCarlo dinas kesehatan kotaku malah udah bikin program nyamuk wolbachia ini bli, katanya buat mencegah dbd",0,1,0,1,in,634320102,1724316259310055813,lalaaalaila_,"dinas kesehatan kotaku malah udah bikin program nyamuk wolbachia ini bli, katanya buat mencegah dbd"
651,Fact,"teruji berhasil di berbagai negara, inovasi wolbachia efektif turunkan kasus dbd  https://t.co/ye3uys5qbm",https://twitter.com/epicentrum_news/status/1724359767362298135,Tue Nov 14 09:33:00 +0000 2023,1724359767362298135,"Teruji Berhasil Di Berbagai Negara, Inovasi Wolbachia Efektif Turunkan Kasus DBD  https://t.co/ye3Uys5QBm",0,0,0,1,in,1149208487102050304,1724359767362298135,epicentrum_news,"teruji berhasil di berbagai negara, inovasi wolbachia efektif turunkan kasus dbd  https://t.co/ye3uys5qbm"
652,Fact,inovasi wolbachia efektif turunkan kasus dbd di berbagai negara https://t.co/jchbxj2xky,https://twitter.com/BiznewsId/status/1724358036427563014,Tue Nov 14 09:26:07 +0000 2023,1724358036427563014,Inovasi Wolbachia Efektif Turunkan Kasus DBD Di Berbagai Negara https://t.co/JChbxj2xky,0,0,0,0,in,1256917528657330176,1724358036427563014,BiznewsId,inovasi wolbachia efektif turunkan kasus dbd di berbagai negara https://t.co/jchbxj2xky
653,Fact,dll  next mass prank after the jabvaxx one  inovasi wolbachia efektif turunkan kasus dbd sudah teruji berhasil di berbagai negara https://t.co/oxt28t38ru,https://twitter.com/s_mulyatie/status/1724334849014808697,Tue Nov 14 07:53:59 +0000 2023,1724334849014808697,@DrEvaChaniago @berlianidris  @LtdAkbar dll  Next mass prank after the jabvaxx one  Inovasi Wolbachia Efektif Turunkan Kasus DBD Sudah Teruji Berhasil Di Berbagai Negara https://t.co/oxt28T38RU,0,0,1,1,in,232887930,1724334849014808697,s_mulyatie,dll  next mass prank after the jabvaxx one  inovasi wolbachia efektif turunkan kasus dbd sudah teruji berhasil di berbagai negara https://t.co/oxt28t38ru
654,Unverified,"tiga orang warga meninggal akibat dbd sepanjang tahun 2023, klungkung belum terapkan metode wolbachia   https://t.co/vo0420frn6",https://twitter.com/baliexpressnews/status/1724314646260400541,Tue Nov 14 06:33:42 +0000 2023,1724314646260400541,"Tiga Orang Warga Meninggal Akibat DBD Sepanjang Tahun 2023, Klungkung Belum Terapkan Metode Wolbachia   https://t.co/VO0420FrN6",0,0,0,0,in,4844627833,1724314646260400541,baliexpressnews,"tiga orang warga meninggal akibat dbd sepanjang tahun 2023, klungkung belum terapkan metode wolbachia   https://t.co/vo0420frn6"
655,Fact,penyebaran nyamuk wolbachia untuk atasi dbd di denpasar tuai kritikan https://t.co/hzdmpokhw5,https://twitter.com/mindaart/status/1724313531737334233,Tue Nov 14 06:29:16 +0000 2023,1724313531737334233,Penyebaran Nyamuk Wolbachia untuk Atasi DBD di Denpasar Tuai Kritikan https://t.co/HZdMPOKHw5,0,0,0,0,in,178600446,1724313530059645379,mindaart,penyebaran nyamuk wolbachia untuk atasi dbd di denpasar tuai kritikan https://t.co/hzdmpokhw5
656,Fact,"penebaran nyamuk wolbachia salah satu upaya untuk pengendalian demam berdarah dengue (dbd). sejauh ini, penyebaran nyamuk wolbachia belum diterapkan di bangli. pengendalian dbd di bangli masih menerapkan 3m plus. https://t.co/b95muwtxey",https://twitter.com/nusabalicom/status/1724292959187984491,Tue Nov 14 05:07:31 +0000 2023,1724292959187984491,"Penebaran nyamuk Wolbachia salah satu upaya untuk pengendalian demam berdarah dengue (DBD). Sejauh ini, penyebaran nyamuk Wolbachia belum diterapkan di Bangli. Pengendalian DBD di Bangli masih menerapkan 3M plus. https://t.co/B95MuwTxEY",0,0,0,0,in,2655442453,1724292959187984491,nusabalicom,"penebaran nyamuk wolbachia salah satu upaya untuk pengendalian demam berdarah dengue (dbd). sejauh ini, penyebaran nyamuk wolbachia belum diterapkan di bangli. pengendalian dbd di bangli masih menerapkan 3m plus. https://t.co/b95muwtxey"
657,Fake,mengatasi problem nyamuk dbd dengan sebar nyamuk wolbachia.. sungguh solutif sekali bapak virus komputer ba'al gates.. 🤣🤣,https://twitter.com/The_Blacklist7/status/1724274818172998081,Tue Nov 14 03:55:26 +0000 2023,1724274818172998081,Mengatasi problem nyamuk DBD dengan sebar nyamuk wolbachia.. sungguh solutif sekali bapak virus komputer Ba'al Gates.. 🤣🤣,0,1,1,1,in,454178885,1724274818172998081,The_Blacklist7,mengatasi problem nyamuk dbd dengan sebar nyamuk wolbachia.. sungguh solutif sekali bapak virus komputer ba'al gates.. 🤣🤣
658,Unverified,"netizen terpesona dengan bule. seolah semua bule pintar. nyamuk yang dicemari wolbachia akan menyebabkan mereka mandul dan tidak berkembang biak lagi. itu cara mengendalikan dbd. apa boleh buat, selain nggak mau baca, netizen banyak yang asal nyolot ..",https://twitter.com/hariwibawanto/status/1724244984680026539,Tue Nov 14 01:56:53 +0000 2023,1724244984680026539,"@Nicho_Silalahi Netizen terpesona dengan bule. Seolah semua bule pintar. Nyamuk yang dicemari Wolbachia akan menyebabkan mereka mandul dan tidak berkembang biak lagi. Itu cara mengendalikan DBD. Apa boleh buat, selain nggak mau baca, netizen banyak yang asal nyolot ..",0,0,1,8,in,9571192,1723970618516033805,hariwibawanto,"netizen terpesona dengan bule. seolah semua bule pintar. nyamuk yang dicemari wolbachia akan menyebabkan mereka mandul dan tidak berkembang biak lagi. itu cara mengendalikan dbd. apa boleh buat, selain nggak mau baca, netizen banyak yang asal nyolot .."
659,Fact,"kurangi kasus dbd, pemkot bandung terapkan metode nyamuk wolbachia https://t.co/tcku98dxgt",https://twitter.com/matabandungprmn/status/1724212307276988829,Mon Nov 13 23:47:03 +0000 2023,1724212307276988829,"Kurangi Kasus DBD, Pemkot Bandung Terapkan Metode Nyamuk Wolbachia https://t.co/tcku98dxGt",0,2,0,0,in,1703608825801211904,1724212307276988829,matabandungprmn,"kurangi kasus dbd, pemkot bandung terapkan metode nyamuk wolbachia https://t.co/tcku98dxgt"
660,Fact,"seluk-beluk wolbachia, inovasi menekan penyebaran kasus dbd https://t.co/v7teuauoy4 https://t.co/xqfxbhqlh1",https://twitter.com/soloposdotcom/status/1724071006824968211,Mon Nov 13 14:25:34 +0000 2023,1724071006824968211,"Seluk-beluk Wolbachia, Inovasi Menekan Penyebaran Kasus DBD https://t.co/V7TEuauOy4 https://t.co/XqFXBHqLh1",0,0,0,0,in,155169715,1724071006824968211,soloposdotcom,"seluk-beluk wolbachia, inovasi menekan penyebaran kasus dbd https://t.co/v7teuauoy4 https://t.co/xqfxbhqlh1"
661,Fact,inovasi wolbachia efektif turunkan kasus dbd sudah teruji berhasil di berbagai negara    https://t.co/nfmqatxa2e https://t.co/xnh9nep850,https://twitter.com/KemenkesRI/status/1724066918267826335,Mon Nov 13 14:09:19 +0000 2023,1724066918267826335,#RilisSehat  Inovasi Wolbachia Efektif Turunkan Kasus DBD Sudah Teruji Berhasil Di Berbagai Negara @KemenkesRI   https://t.co/NFmQatxa2e https://t.co/XnH9nep850,3,6,17,25,in,161236190,1724066918267826335,KemenkesRI,inovasi wolbachia efektif turunkan kasus dbd sudah teruji berhasil di berbagai negara    https://t.co/nfmqatxa2e https://t.co/xnh9nep850
662,Fact,penyebaran nyamuk wolbachia untuk atasi dbd di denpasar tuai kritikan  https://t.co/hu1wirfbe7,https://twitter.com/AntiPengPeng/status/1724029072471392428,Mon Nov 13 11:38:56 +0000 2023,1724029072471392428,@Nicho_Silalahi Penyebaran Nyamuk Wolbachia untuk Atasi DBD di Denpasar Tuai Kritikan  https://t.co/HU1WiRFBe7,0,1,53,77,in,1097021784212135936,1723956622157107439,AntiPengPeng,penyebaran nyamuk wolbachia untuk atasi dbd di denpasar tuai kritikan  https://t.co/hu1wirfbe7
663,Fact,"ada penolakan, penebaran nyamuk wolbachia untuk dbd di denpasar ditunda, walikota: tunggu rekomendasi kemenkes  https://t.co/edhghj5qna",https://twitter.com/balipopuler/status/1724021787342827906,Mon Nov 13 11:09:59 +0000 2023,1724021787342827906,"Ada Penolakan, Penebaran Nyamuk Wolbachia untuk DBD di Denpasar Ditunda, Walikota: Tunggu Rekomendasi Kemenkes  https://t.co/eDhGHJ5qnA",0,0,1,0,in,1612222090752700417,1724021787342827906,balipopuler,"ada penolakan, penebaran nyamuk wolbachia untuk dbd di denpasar ditunda, walikota: tunggu rekomendasi kemenkes  https://t.co/edhghj5qna"
664,Fact,kemenkes evaluasi teknologi wolbachia untuk berantas dbd https://t.co/jpqexblj5a,https://twitter.com/Wowindonesia_/status/1724001307504377953,Mon Nov 13 09:48:36 +0000 2023,1724001307504377953,Kemenkes Evaluasi Teknologi Wolbachia untuk Berantas DBD https://t.co/jpqExblJ5A,0,0,0,0,in,1691748503809363969,1724001307504377953,Wowindonesia_,kemenkes evaluasi teknologi wolbachia untuk berantas dbd https://t.co/jpqexblj5a
665,Unverified,ini yg dibilang riset dr bill gates foundation dgn ugm bkn? yg diklaim nyamuknya jantan semua sehingga tdk bs bertelur?  yg katanya akan mjd predator utk nyamuk² aidhes aegepty penyebab dbd? ternyata terpapar bakteri wolbachia? sptnya kok disengaja ya?😤,https://twitter.com/mindlipstick/status/1723856701437133016,Mon Nov 13 00:13:59 +0000 2023,1723856701437133016,@m_mirah @W1lL_AngelRoses Ini yg dibilang riset dr Bill Gates Foundation dgn UGM bkn? Yg diklaim nyamuknya jantan semua sehingga tdk bs bertelur?  Yg katanya akan mjd predator utk nyamuk² Aidhes Aegepty penyebab DBD? Ternyata terpapar bakteri Wolbachia? Sptnya kok disengaja ya?😤,0,1,0,1,in,1365942073912815622,1723612607419195743,mindlipstick,ini yg dibilang riset dr bill gates foundation dgn ugm bkn? yg diklaim nyamuknya jantan semua sehingga tdk bs bertelur?  yg katanya akan mjd predator utk nyamuk² aidhes aegepty penyebab dbd? ternyata terpapar bakteri wolbachia? sptnya kok disengaja ya?😤
666,Fake,program pengendalian demam berdarah dengue (dbd) melalui penyebaran nyamuk aedes aegypti yang diinjeksi bakteri wolbachia dipertanyakan oleh eks menkes siti fadilah. ia keberatan masyarakat dijadikan subjek penelitian tanpa transparansi. https://t.co/ixbv6knkw9,https://twitter.com/detikHealth/status/1723741896684540206,Sun Nov 12 16:37:48 +0000 2023,1723741896684540206,Program pengendalian Demam Berdarah Dengue (DBD) melalui penyebaran nyamuk Aedes Aegypti yang diinjeksi bakteri Wolbachia dipertanyakan oleh eks Menkes Siti Fadilah. Ia keberatan masyarakat dijadikan subjek penelitian tanpa transparansi. https://t.co/Ixbv6KnKw9,0,0,0,0,in,104446991,1723741896684540206,detikHealth,program pengendalian demam berdarah dengue (dbd) melalui penyebaran nyamuk aedes aegypti yang diinjeksi bakteri wolbachia dipertanyakan oleh eks menkes siti fadilah. ia keberatan masyarakat dijadikan subjek penelitian tanpa transparansi. https://t.co/ixbv6knkw9
667,Fake,eks menkes siti fadilah pertanyakan program pengendalian dbd dengan wolbachia  program pengendalian dbd melalui penyebaran nyamuk aedes aegypti yang diinjeksi bakteri wolbachia dipertanyakan oleh eks menkes siti fadilah.    https://t.co/sxnl9usqc9,https://twitter.com/detikcom/status/1723733641702875621,Sun Nov 12 16:05:00 +0000 2023,1723733641702875621,Eks Menkes Siti Fadilah Pertanyakan Program Pengendalian DBD dengan Wolbachia  Program pengendalian DBD melalui penyebaran nyamuk Aedes Aegypti yang diinjeksi bakteri Wolbachia dipertanyakan oleh eks Menkes Siti Fadilah.  #20detik  https://t.co/SxNl9uSqC9,0,0,6,13,in,69183155,1723733641702875621,detikcom,eks menkes siti fadilah pertanyakan program pengendalian dbd dengan wolbachia  program pengendalian dbd melalui penyebaran nyamuk aedes aegypti yang diinjeksi bakteri wolbachia dipertanyakan oleh eks menkes siti fadilah.    https://t.co/sxnl9usqc9
668,Fake,wolbachia untuk cegah dbd dinilai punya kelemahan https://t.co/nyuwdx9nfy,https://twitter.com/BloombergTZ/status/1723703218000326819,Sun Nov 12 14:04:06 +0000 2023,1723703218000326819,Wolbachia untuk Cegah DBD Dinilai Punya Kelemahan https://t.co/nYuWdx9nFy,0,0,0,0,in,1582972008479920129,1723703218000326819,BloombergTZ,wolbachia untuk cegah dbd dinilai punya kelemahan https://t.co/nyuwdx9nfy
669,Unverified,pemkot denpasar tingkatkan edukasi metode wolbachia untuk atasi dbd https://t.co/k0tnflvrut,https://twitter.com/antaranews_bali/status/1722981465716318344,Fri Nov 10 14:16:07 +0000 2023,1722981465716318344,Pemkot Denpasar tingkatkan edukasi metode Wolbachia untuk atasi DBD https://t.co/k0tNflvRuT,0,0,0,0,in,91941244,1722981465716318344,antaranews_bali,pemkot denpasar tingkatkan edukasi metode wolbachia untuk atasi dbd https://t.co/k0tnflvrut
670,Unverified,"pembukaan acara on job training teknis strategi dan manajemen  implementasi wolbachia kota bandung, selasa-rabu (7-8/11/2023) di hotel courtyard by marriot https://t.co/avi2k3ykmq.h juanda no.33. mari dukung program ceu woli jawara"" cegah dbd wolbachia jagi wargi bandung juara. https://t.co/cvianxky4w""",https://twitter.com/Bandung_Dinkes/status/1722892167339986959,Fri Nov 10 08:21:17 +0000 2023,1722892167339986959,"Pembukaan Acara ON JOB TRAINING TEKNIS STRATEGI DAN MANAJEMEN  IMPLEMENTASI WOLBACHIA KOTA BANDUNG, Selasa-Rabu (7-8/11/2023) di Hotel Courtyard by Marriot https://t.co/Avi2k3ykMq.H Juanda No.33. Mari Dukung Program Ceu Woli Jawara"" Cegah DBD Wolbachia Jagi Wargi Bandung Juara. https://t.co/CVIANxky4W""",0,0,0,0,in,1880780406,1722892167339986959,Bandung_Dinkes,"pembukaan acara on job training teknis strategi dan manajemen  implementasi wolbachia kota bandung, selasa-rabu (7-8/11/2023) di hotel courtyard by marriot https://t.co/avi2k3ykmq.h juanda no.33. mari dukung program ceu woli jawara"" cegah dbd wolbachia jagi wargi bandung juara. https://t.co/cvianxky4w"""
671,Unverified,kemenkes ri bersama dinkes provinisi bali dan kota denpasar menggelar sensing implementasi metode wolbachia dalam penanganan dbd di provinsi bali. https://t.co/njqytfflhg - kemenkes ri gelar sosialisasi penerapan inovasi wolbachia di kota denpasar https://t.co/nq5mghb26o,https://twitter.com/nusabalicom/status/1722518445919817909,Thu Nov 09 07:36:15 +0000 2023,1722518445919817909,Kemenkes RI bersama Dinkes Provinisi Bali dan Kota Denpasar menggelar Sensing Implementasi Metode Wolbachia dalam Penanganan DBD di Provinsi Bali. https://t.co/njqyTFfLHG - Kemenkes RI Gelar Sosialisasi Penerapan Inovasi Wolbachia di Kota Denpasar https://t.co/Nq5mGHb26o,0,0,0,1,in,2655442453,1722518445919817909,nusabalicom,kemenkes ri bersama dinkes provinisi bali dan kota denpasar menggelar sensing implementasi metode wolbachia dalam penanganan dbd di provinsi bali. https://t.co/njqytfflhg - kemenkes ri gelar sosialisasi penerapan inovasi wolbachia di kota denpasar https://t.co/nq5mghb26o
672,Unverified,"musim penghujan telah datang, kasus dbd menjadi perhatian pemkot bandung. untuk itu, dinkes kota bandung menggelar on the job training (ojt) soal wolbachia.  apa itu wolbachia?  caritau selengkapnya di: https://t.co/opzgibo86n https://t.co/r7jxhlcikk",https://twitter.com/caritaucom/status/1722482900011299187,Thu Nov 09 05:15:00 +0000 2023,1722482900011299187,"Musim penghujan telah datang, kasus DBD menjadi perhatian Pemkot Bandung. Untuk itu, Dinkes Kota Bandung menggelar On The Job Training (OJT) soal Wolbachia.  Apa itu Wolbachia?  CARITAU selengkapnya di: https://t.co/OPZgiBO86N https://t.co/r7JxhlCikK",0,0,0,1,in,1471429821548752898,1722482900011299187,caritaucom,"musim penghujan telah datang, kasus dbd menjadi perhatian pemkot bandung. untuk itu, dinkes kota bandung menggelar on the job training (ojt) soal wolbachia.  apa itu wolbachia?  caritau selengkapnya di: https://t.co/opzgibo86n https://t.co/r7jxhlcikk"
673,Unverified,"kasus dbd capai 1.305 di denpasar, pemkot denpasar kolaborasi dengan save the children terapkan inovasi wolbachia https://t.co/tcp8sd1net",https://twitter.com/HR_online_DKI/status/1722465791751377383,Thu Nov 09 04:07:01 +0000 2023,1722465791751377383,"Kasus DBD Capai 1.305 di Denpasar, Pemkot Denpasar Kolaborasi Dengan Save The Children Terapkan Inovasi Wolbachia https://t.co/TcP8SD1nET",0,0,0,0,in,3184802695,1722465791751377383,HR_online_DKI,"kasus dbd capai 1.305 di denpasar, pemkot denpasar kolaborasi dengan save the children terapkan inovasi wolbachia https://t.co/tcp8sd1net"
674,Unverified,dinkes-kota-bandung-perkuat-upaya-pencegahan-dbd-melalui-wolbachia https://t.co/luyhagrzfd,https://twitter.com/beritainspirat1/status/1722430036299723009,Thu Nov 09 01:44:56 +0000 2023,1722430036299723009,dinkes-kota-bandung-perkuat-upaya-pencegahan-dbd-melalui-wolbachia https://t.co/luyHAgRzfd,0,0,0,0,in,977522014192787456,1722430036299723009,beritainspirat1,dinkes-kota-bandung-perkuat-upaya-pencegahan-dbd-melalui-wolbachia https://t.co/luyhagrzfd
675,Fact,lawan nyamuk dbd dengan nyamuk wolbachia https://t.co/orqylkywt5,https://twitter.com/Jurnalpatroli_/status/1722212166051467537,Wed Nov 08 11:19:12 +0000 2023,1722212166051467537,Lawan Nyamuk DBD dengan Nyamuk Wolbachia https://t.co/OrqyLkYwt5,0,0,0,0,in,1507307226058223618,1722212166051467537,Jurnalpatroli_,lawan nyamuk dbd dengan nyamuk wolbachia https://t.co/orqylkywt5
676,Unverified,buleleng siap tebar telur nyamuk wolbachia lawan dbd https://t.co/guau6kld6r,https://twitter.com/balipuspanews/status/1722175644958970037,Wed Nov 08 08:54:04 +0000 2023,1722175644958970037,Buleleng Siap Tebar Telur Nyamuk Wolbachia Lawan DBD https://t.co/GUau6Kld6R #Buleleng #News #BeritaBuleleng,0,0,0,0,in,798478258119405568,1722175644958970037,balipuspanews,buleleng siap tebar telur nyamuk wolbachia lawan dbd https://t.co/guau6kld6r
677,Fact,program penebaran jentik nyamuk berbakteri wolbachia untuk menurunkan kasus dbd di sejumlah kota terilhami program yang telah dilakukan oleh swasta di yogyakarta https://t.co/gff2c3ej8y,https://twitter.com/validnewsid/status/1721853136737075203,Tue Nov 07 11:32:32 +0000 2023,1721853136737075203,Program penebaran jentik nyamuk berbakteri Wolbachia untuk menurunkan kasus DBD di sejumlah kota terilhami program yang telah dilakukan oleh swasta di Yogyakarta https://t.co/GfF2c3EJ8y,0,0,0,0,in,874558344593195008,1721853136737075203,validnewsid,program penebaran jentik nyamuk berbakteri wolbachia untuk menurunkan kasus dbd di sejumlah kota terilhami program yang telah dilakukan oleh swasta di yogyakarta https://t.co/gff2c3ej8y
678,Unverified,"sosialisasi aedes aegepty ber wolbachia untuk pencegahan dan penanggulangan dbd di kabupaten sumba barat, 2 s.d 5 nov. 2023.         https://t.co/c6jb6aczf9",https://twitter.com/dinkescapilntt/status/1721752765884731609,Tue Nov 07 04:53:42 +0000 2023,1721752765884731609,"Sosialisasi Aedes Aegepty ber Wolbachia untuk pencegahan dan penanggulangan DBD di kabupaten Sumba Barat, 2 s.d 5 Nov. 2023.  #dinkesdukcapilntt2023 #P2P #surveilans #imunisasi #TGC #KewaspadaanDini #Workshop#PE#IDL#PE#KLB#PID https://t.co/c6jb6acZf9",0,0,0,1,in,1508273573416235013,1721752765884731609,dinkescapilntt,"sosialisasi aedes aegepty ber wolbachia untuk pencegahan dan penanggulangan dbd di kabupaten sumba barat, 2 s.d 5 nov. 2023.         https://t.co/c6jb6aczf9"
679,Unverified,penyebaran telur nyamuk wolbachia di denpasar: upaya pencegahan dbd meningkat https://t.co/zcgkx6qh2o,https://twitter.com/nirmedia_/status/1721374655821582611,Mon Nov 06 03:51:14 +0000 2023,1721374655821582611,Penyebaran Telur Nyamuk Wolbachia di Denpasar: Upaya Pencegahan DBD Meningkat https://t.co/ZcgkX6qh2o,0,0,0,0,in,1711692573914648576,1721374655821582611,nirmedia_,penyebaran telur nyamuk wolbachia di denpasar: upaya pencegahan dbd meningkat https://t.co/zcgkx6qh2o
680,Unverified,pemerintah kota administrasi jakarta barat menyiapkan sekitar 4.100 ember bibit nyamuk dengan bakteri wolbachia yang digunakan untuk menanggulangi demam berdarah dengue (dbd).   https://t.co/lawpatqu4f,https://twitter.com/kotajakbar/status/1721362788130619854,Mon Nov 06 03:04:04 +0000 2023,1721362788130619854,Pemerintah Kota Administrasi Jakarta Barat menyiapkan sekitar 4.100 ember bibit nyamuk dengan bakteri wolbachia yang digunakan untuk menanggulangi Demam Berdarah Dengue (DBD).  #PemkotJB https://t.co/lawPATQU4F,0,0,0,0,in,587872495,1721362788130619854,kotajakbar,pemerintah kota administrasi jakarta barat menyiapkan sekitar 4.100 ember bibit nyamuk dengan bakteri wolbachia yang digunakan untuk menanggulangi demam berdarah dengue (dbd).   https://t.co/lawpatqu4f
681,Unverified,dinkes jabar: nyamuk wolbachia di ujungberung belum berdampak https://t.co/1yh3jkt9ly,https://twitter.com/IDNTimesJabar/status/1762829529591198016,Wed Feb 28 13:18:06 +0000 2024,1762829529591198016,Dinkes Jabar: Nyamuk Wolbachia di Ujungberung Belum Berdampak https://t.co/1yh3jkT9LY,0,0,1,0,in,1318853792893300737,1762829529591198016,IDNTimesJabar,dinkes jabar: nyamuk wolbachia di ujungberung belum berdampak https://t.co/1yh3jkt9ly
682,Unverified,"tapi belom kepada nyamuk wolbachia yg artinya perjalanan mu belum selesai nak, woahahaja",https://twitter.com/your_dream6969/status/1760994734494065106,Fri Feb 23 11:47:17 +0000 2024,1760994734494065106,"@milkiewaygalaxy Tapi belom kepada nyamuk wolbachia yg artinya PERJALANAN MU BELUM SELESAI NAK, WOAHAHAJA",0,0,0,1,in,1736720738420490240,1760957262334710116,your_dream6969,"tapi belom kepada nyamuk wolbachia yg artinya perjalanan mu belum selesai nak, woahahaja"
683,Fake,jangan2 ini efek samping wolbachia project? https://t.co/rgbvdoz7i1,https://twitter.com/liamarliana151/status/1760804819038793869,Thu Feb 22 23:12:37 +0000 2024,1760804819038793869,@ardisatriawan Jangan2 ini efek samping wolbachia project? https://t.co/RGbvdoz7I1,0,0,0,0,in,3422430074,1760664670535581991,liamarliana151,jangan2 ini efek samping wolbachia project? https://t.co/rgbvdoz7i1
684,Fake,aduh... abah... please deh... takutnya nyamuk wolbachia berpesta pora...😩,https://twitter.com/Ankar1972/status/1755915527338565719,Fri Feb 09 11:24:19 +0000 2024,1755915527338565719,@aniesbaswedan Aduh... Abah... please deh... Takutnya nyamuk wolbachia berpesta pora...😩,0,0,0,2,in,1604399447919599616,1755888920909476131,Ankar1972,aduh... abah... please deh... takutnya nyamuk wolbachia berpesta pora...😩
685,Unverified,"kepala bidang pencegahan dan pengendalian penyakit dinas kesehatan jawa barat, dr. rochady hendra setya wibawa, sp.og., m.kes, mengatakan, efek nyamuk wolbachia tidak bisa dilihat dalam waktu dekat. . menurutnya, proses pelepasan telur nyamuk yang mengandung bakteri wolbachia…",https://twitter.com/pikiran_rakyat/status/1753736443183473128,Sat Feb 03 11:05:25 +0000 2024,1753736443183473128,"Kepala Bidang Pencegahan dan Pengendalian Penyakit Dinas Kesehatan Jawa Barat, dr. Rochady Hendra Setya Wibawa, Sp.OG., M.Kes, mengatakan, efek nyamuk wolbachia tidak bisa dilihat dalam waktu dekat. . Menurutnya, proses pelepasan telur nyamuk yang mengandung bakteri wolbachia…",0,0,1,1,in,58880688,1753736380231098655,pikiran_rakyat,"kepala bidang pencegahan dan pengendalian penyakit dinas kesehatan jawa barat, dr. rochady hendra setya wibawa, sp.og., m.kes, mengatakan, efek nyamuk wolbachia tidak bisa dilihat dalam waktu dekat. . menurutnya, proses pelepasan telur nyamuk yang mengandung bakteri wolbachia…"
686,Unverified,dok aku mau minta saran topik terkini di kedokteran buat dijadiin poster/infografis selain nyamuk wolbachia makasii,https://twitter.com/BaseAnakFK/status/1753674527777951874,Sat Feb 03 06:59:23 +0000 2024,1753674527777951874,dok aku mau minta saran topik terkini di kedokteran buat dijadiin poster/infografis selain nyamuk wolbachia makasii,0,6,3,17,in,1426471735734411266,1753674527777951874,BaseAnakFK,dok aku mau minta saran topik terkini di kedokteran buat dijadiin poster/infografis selain nyamuk wolbachia makasii
687,Unverified,apa kabar palestina apa kabar rusia ukraina apa kabar wabah virus x apa kabar nyamuk wolbachia,https://twitter.com/your_dream6969/status/1753665136571892136,Sat Feb 03 06:22:04 +0000 2024,1753665136571892136,@_yundaaaaa @tanyakanrl Apa kabar palestina Apa kabar rusia ukraina Apa kabar wabah virus X Apa kabar nyamuk wolbachia,0,0,0,1,in,1736720738420490240,1753630669199278482,your_dream6969,apa kabar palestina apa kabar rusia ukraina apa kabar wabah virus x apa kabar nyamuk wolbachia
